method_id,method_type,method_label,stimulus_signature_sha256,domain,task,concept_id,concept,dimension,human_score,api_score,human_z,api_z,api_z_on_primary_mean_scale,risk_direction
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,0eab5047fd4bde1ae3194d3c4f3377a070ae5ce1fdaec654d47ca1821dfaf8d8,Geoscience,C,C21,岩石循环,risk,4.75,4.714285714285714,0.892074149364074,0.942300767174695,1.2022384170147034,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,0eab5047fd4bde1ae3194d3c4f3377a070ae5ce1fdaec654d47ca1821dfaf8d8,Geoscience,C,C21,岩石循环,tf,5.0,4.428571428571429,1.6291965777830149,0.20005481610188686,0.3876187337016163,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,105d5ff55603c4e3809c8c7cdcaff275ef6ccfcbdabe51ca5ba8196c9d5396a5,Chemistry,C,C09,相变,cc,4.5,3.0,0.811060679533664,0.28245264843270645,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,105d5ff55603c4e3809c8c7cdcaff275ef6ccfcbdabe51ca5ba8196c9d5396a5,Chemistry,C,C09,相变,fa,5.0,4.857142857142857,1.138536525523738,1.2275499889372663,1.4004814005768347,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,105d5ff55603c4e3809c8c7cdcaff275ef6ccfcbdabe51ca5ba8196c9d5396a5,Chemistry,C,C09,相变,lc,4.5,4.857142857142857,0.6938256333459113,0.6234030135424141,0.935063564263626,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,105d5ff55603c4e3809c8c7cdcaff275ef6ccfcbdabe51ca5ba8196c9d5396a5,Chemistry,C,C09,相变,mq,2.5,3.857142857142857,-1.675327255925205,-0.05673321338826919,0.0545094144854698,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,105d5ff55603c4e3809c8c7cdcaff275ef6ccfcbdabe51ca5ba8196c9d5396a5,Chemistry,C,C09,相变,risk,5.0,4.857142857142857,1.3444650285287607,1.210459627922837,1.4987172729701155,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,105d5ff55603c4e3809c8c7cdcaff275ef6ccfcbdabe51ca5ba8196c9d5396a5,Chemistry,C,C09,相变,tf,5.0,4.857142857142857,1.6291965777830149,0.8395322426358778,1.0744765001531915,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,10da205de02da79cf0d07948373046081d040a51dec771545c034156ce55324c,Geoscience,B,C22,地震成因,cc,4.75,2.7142857142857144,1.2767664890723485,-0.29696124677169256,-0.30051500331071,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,10da205de02da79cf0d07948373046081d040a51dec771545c034156ce55324c,Geoscience,B,C22,地震成因,fa,4.75,3.857142857142857,0.6009781659926364,-0.48920128635870364,-0.42279788172889526,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,10da205de02da79cf0d07948373046081d040a51dec771545c034156ce55324c,Geoscience,B,C22,地震成因,lc,4.5,4.857142857142857,0.6938256333459113,0.6234030135424141,0.935063564263626,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,10da205de02da79cf0d07948373046081d040a51dec771545c034156ce55324c,Geoscience,B,C22,地震成因,mq,4.75,3.857142857142857,1.2837402898214085,-0.05673321338826919,0.0545094144854698,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,10da205de02da79cf0d07948373046081d040a51dec771545c034156ce55324c,Geoscience,B,C22,地震成因,risk,4.5,4.142857142857143,0.4396832701993873,-0.13033467581787664,0.016322993193051746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,10da205de02da79cf0d07948373046081d040a51dec771545c034156ce55324c,Geoscience,B,C22,地震成因,tf,4.75,4.142857142857143,1.1168344031445403,-0.22626346825410756,-0.07028644393276764,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,Biology,A,C18,光合作用与细胞呼吸,cc,4.0,3.2857142857142856,-0.12035093954370472,0.8618665436371055,0.8626283533062438,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,Biology,A,C18,光合作用与细胞呼吸,fa,4.5,4.714285714285714,0.06341980646153468,0.9822998067521285,1.1400129316760168,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,Biology,A,C18,光合作用与细胞呼吸,lc,4.0,5.0,-0.36626846738861396,0.9648660673818074,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,Biology,A,C18,光合作用与细胞呼吸,mq,3.25,4.714285714285714,-0.6889714073430004,1.1313270199190129,1.3501189397929143,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,Biology,A,C18,光合作用与细胞呼吸,risk,3.75,4.857142857142857,-0.917489367294673,1.210459627922837,1.4987172729701155,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11023034f2d05500723543f8d3b11375b133f377eef29e2d1a1332e86238eac3,Biology,A,C18,光合作用与细胞呼吸,tf,4.25,4.857142857142857,0.09211005386759116,0.8395322426358778,1.0744765001531915,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,119073934de1d2b733c609747b552ac5ed8ec553e8e3ed8366c8a1af104a324e,Geoscience,C,C22,地震成因,cc,4.75,2.5714285714285716,1.2767664890723485,-0.5866681943738921,-0.5913008424649484,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,119073934de1d2b733c609747b552ac5ed8ec553e8e3ed8366c8a1af104a324e,Geoscience,C,C22,地震成因,fa,5.0,4.0,1.138536525523738,-0.24395110417356508,-0.1623294128280767,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,119073934de1d2b733c609747b552ac5ed8ec553e8e3ed8366c8a1af104a324e,Geoscience,C,C22,地震成因,lc,4.75,4.285714285714286,1.223872683713174,-0.7424492018151546,-0.45201160583714817,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,119073934de1d2b733c609747b552ac5ed8ec553e8e3ed8366c8a1af104a324e,Geoscience,C,C22,地震成因,mq,4.5,3.4285714285714284,0.9549550069606737,-0.6507633300419104,-0.5932953481682527,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,119073934de1d2b733c609747b552ac5ed8ec553e8e3ed8366c8a1af104a324e,Geoscience,C,C22,地震成因,risk,5.0,4.142857142857143,1.3444650285287607,-0.13033467581787664,0.016322993193051746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,119073934de1d2b733c609747b552ac5ed8ec553e8e3ed8366c8a1af104a324e,Geoscience,C,C22,地震成因,tf,5.0,4.571428571428571,1.6291965777830149,0.4132139582798834,0.6165713225188076,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11de6bef83a069ab2d1844687358213a0b880c7deaa1ac9efb54158b384c9c30,Biology,B,C17,能量流动与物质循环,cc,4.0,2.5714285714285716,-0.12035093954370472,-0.5866681943738921,-0.5913008424649484,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11de6bef83a069ab2d1844687358213a0b880c7deaa1ac9efb54158b384c9c30,Biology,B,C17,能量流动与物质循环,fa,4.0,3.4285714285714284,-1.0116969126006687,-1.22495183291412,-1.2042032884313516,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11de6bef83a069ab2d1844687358213a0b880c7deaa1ac9efb54158b384c9c30,Biology,B,C17,能量流动与物质循环,lc,4.0,4.0,-0.36626846738861396,-1.425375309493939,-1.1455491908875353,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11de6bef83a069ab2d1844687358213a0b880c7deaa1ac9efb54158b384c9c30,Biology,B,C17,能量流动与物质循环,mq,4.0,3.0,0.297384441239204,-1.2447934466955513,-1.2411001108219746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11de6bef83a069ab2d1844687358213a0b880c7deaa1ac9efb54158b384c9c30,Biology,B,C17,能量流动与物质循环,risk,4.25,3.4285714285714284,-0.012707608965299468,-1.471128979558593,-1.4660712865840146,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,11de6bef83a069ab2d1844687358213a0b880c7deaa1ac9efb54158b384c9c30,Biology,B,C17,能量流动与物质循环,tf,4.25,3.5714285714285716,0.09211005386759116,-1.078900036966097,-0.9860967992015364,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,13383b180d6f2e51aa164f65ed79112c6cad79d2eac376501956b6144c189db6,Climate/Environment,A,C27,全球变暖与气候变化,cc,3.75,2.7142857142857144,-0.5860567490823891,-0.29696124677169256,-0.30051500331071,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,13383b180d6f2e51aa164f65ed79112c6cad79d2eac376501956b6144c189db6,Climate/Environment,A,C27,全球变暖与气候变化,fa,4.75,4.428571428571429,0.6009781659926364,0.49179944238185136,0.6190759938743797,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,13383b180d6f2e51aa164f65ed79112c6cad79d2eac376501956b6144c189db6,Climate/Environment,A,C27,全球变暖与气候变化,lc,4.5,5.0,0.6938256333459113,0.9648660673818074,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,13383b180d6f2e51aa164f65ed79112c6cad79d2eac376501956b6144c189db6,Climate/Environment,A,C27,全球变暖与气候变化,mq,4.5,4.142857142857143,0.9549550069606737,0.3392868643808252,0.48637925625461836,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,13383b180d6f2e51aa164f65ed79112c6cad79d2eac376501956b6144c189db6,Climate/Environment,A,C27,全球变暖与气候变化,risk,4.5,4.714285714285714,0.4396832701993873,0.942300767174695,1.2022384170147034,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,13383b180d6f2e51aa164f65ed79112c6cad79d2eac376501956b6144c189db6,Climate/Environment,A,C27,全球变暖与气候变化,tf,3.75,4.571428571428571,-0.9326142954093579,0.4132139582798834,0.6165713225188076,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1633e948877310b709f93d110ae76ede10593af162874dc95f750d22086efe33,Chemistry,A,C10,化学反应与物理变化,cc,4.5,3.142857142857143,0.811060679533664,0.572159596034906,0.5718425141520053,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1633e948877310b709f93d110ae76ede10593af162874dc95f750d22086efe33,Chemistry,A,C10,化学反应与物理变化,fa,4.5,4.428571428571429,0.06341980646153468,0.49179944238185136,0.6190759938743797,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1633e948877310b709f93d110ae76ede10593af162874dc95f750d22086efe33,Chemistry,A,C10,化学反应与物理变化,lc,4.5,5.0,0.6938256333459113,0.9648660673818074,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1633e948877310b709f93d110ae76ede10593af162874dc95f750d22086efe33,Chemistry,A,C10,化学反应与物理变化,mq,2.5,4.571428571428571,-1.675327255925205,0.9333169810344653,1.1341840189083396,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1633e948877310b709f93d110ae76ede10593af162874dc95f750d22086efe33,Chemistry,A,C10,化学反应与物理变化,risk,4.5,4.571428571428571,0.4396832701993873,0.6741419064265513,0.9057595610592896,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1633e948877310b709f93d110ae76ede10593af162874dc95f750d22086efe33,Chemistry,A,C10,化学反应与物理变化,tf,4.5,4.857142857142857,0.6044722285060657,0.8395322426358778,1.0744765001531915,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,165c1c8616d9d5785434671bea120ab10d1753d7c074dd5867dc2a42cfce26e9,Chemistry,A,C11,化学键,cc,4.5,2.2857142857142856,0.811060679533664,-1.166082089578292,-1.1728725207734263,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,165c1c8616d9d5785434671bea120ab10d1753d7c074dd5867dc2a42cfce26e9,Chemistry,A,C11,化学键,fa,4.5,3.7142857142857144,0.06341980646153468,-0.7344514685438422,-0.6832663506297137,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,165c1c8616d9d5785434671bea120ab10d1753d7c074dd5867dc2a42cfce26e9,Chemistry,A,C11,化学键,lc,4.5,4.714285714285714,0.6938256333459113,0.281939959703023,0.5882947717384335,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,165c1c8616d9d5785434671bea120ab10d1753d7c074dd5867dc2a42cfce26e9,Chemistry,A,C11,化学键,mq,2.5,3.7142857142857144,-1.675327255925205,-0.2547432522728161,-0.16142550639910416,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,165c1c8616d9d5785434671bea120ab10d1753d7c074dd5867dc2a42cfce26e9,Chemistry,A,C11,化学键,risk,4.5,4.0,0.4396832701993873,-0.3984935365660204,-0.2801558627623621,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,165c1c8616d9d5785434671bea120ab10d1753d7c074dd5867dc2a42cfce26e9,Chemistry,A,C11,化学键,tf,4.5,4.142857142857143,0.6044722285060657,-0.22626346825410756,-0.07028644393276764,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,189556f88434b75ce00ea2cef853b533130082e2bcf6b368869788d95210432b,Chemistry,B,C07,质量守恒,cc,4.0,2.857142857142857,-0.12035093954370472,-0.007254299169493035,-0.00972916415647158,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,189556f88434b75ce00ea2cef853b533130082e2bcf6b368869788d95210432b,Chemistry,B,C07,质量守恒,fa,4.5,3.5714285714285716,0.06341980646153468,-0.9797016507289807,-0.9437348195305324,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,189556f88434b75ce00ea2cef853b533130082e2bcf6b368869788d95210432b,Chemistry,B,C07,质量守恒,lc,3.5,4.0,-1.4263625681231393,-1.425375309493939,-1.1455491908875353,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,189556f88434b75ce00ea2cef853b533130082e2bcf6b368869788d95210432b,Chemistry,B,C07,质量守恒,mq,2.5,3.857142857142857,-1.675327255925205,-0.05673321338826919,0.0545094144854698,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,189556f88434b75ce00ea2cef853b533130082e2bcf6b368869788d95210432b,Chemistry,B,C07,质量守恒,risk,3.5,3.857142857142857,-1.3698802464593598,-0.6666523973141633,-0.5766347187177749,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,189556f88434b75ce00ea2cef853b533130082e2bcf6b368869788d95210432b,Chemistry,B,C07,质量守恒,tf,4.0,4.142857142857143,-0.4202521207708834,-0.22626346825410756,-0.07028644393276764,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,Biology,A,C13,自然选择,cc,3.25,3.2857142857142856,-1.5174683681597578,0.8618665436371055,0.8626283533062438,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,Biology,A,C13,自然选择,fa,3.75,4.142857142857143,-1.5492552721317705,0.001299078011574248,0.09813905607274265,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,Biology,A,C13,自然选择,lc,3.25,4.857142857142857,-1.9564096184904018,0.6234030135424141,0.935063564263626,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,Biology,A,C13,自然选择,mq,3.75,4.428571428571429,-0.03140084162153082,0.735306942149919,0.9182490980237663,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,Biology,A,C13,自然选择,risk,3.5,4.571428571428571,-1.3698802464593598,0.6741419064265513,0.9057595610592896,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18e5cc722394f9153199d5fdd503c87d021f810b1bf2065ce2a45ec801ea3dd9,Biology,A,C13,自然选择,tf,3.5,4.714285714285714,-1.4449764700478325,0.6263731004578813,0.8455239113360004,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18f490935bf22179037e401e3e602bc176f575455be12c2b3bde41a59eb4baeb,Physics,C,C05,圆周运动,cc,4.25,3.0,0.34535486999497966,0.28245264843270645,0.2810566749977669,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18f490935bf22179037e401e3e602bc176f575455be12c2b3bde41a59eb4baeb,Physics,C,C05,圆周运动,fa,4.75,4.142857142857143,0.6009781659926364,0.001299078011574248,0.09813905607274265,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18f490935bf22179037e401e3e602bc176f575455be12c2b3bde41a59eb4baeb,Physics,C,C05,圆周运动,lc,4.25,4.857142857142857,0.16377858297864867,0.6234030135424141,0.935063564263626,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18f490935bf22179037e401e3e602bc176f575455be12c2b3bde41a59eb4baeb,Physics,C,C05,圆周运动,mq,4.5,4.0,0.9549550069606737,0.1412768254962777,0.27044433537004375,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18f490935bf22179037e401e3e602bc176f575455be12c2b3bde41a59eb4baeb,Physics,C,C05,圆周运动,risk,3.0,4.142857142857143,-2.274662004788733,-0.13033467581787664,0.016322993193051746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,18f490935bf22179037e401e3e602bc176f575455be12c2b3bde41a59eb4baeb,Physics,C,C05,圆周运动,tf,4.25,5.0,0.09211005386759116,1.0526913848138757,1.3034290889703843,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,190fbd3a24297ca508df737de537fab799b6f04e4262a10108a6746087bdfd09,Chemistry,A,C07,质量守恒,cc,4.0,3.5714285714285716,-0.12035093954370472,1.4412804388415055,1.4442000316147214,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,190fbd3a24297ca508df737de537fab799b6f04e4262a10108a6746087bdfd09,Chemistry,A,C07,质量守恒,fa,4.0,4.571428571428571,-1.0116969126006687,0.7370496245669892,0.8795444627751975,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,190fbd3a24297ca508df737de537fab799b6f04e4262a10108a6746087bdfd09,Chemistry,A,C07,质量守恒,lc,3.0,4.714285714285714,-2.4864566688576644,0.281939959703023,0.5882947717384335,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,190fbd3a24297ca508df737de537fab799b6f04e4262a10108a6746087bdfd09,Chemistry,A,C07,质量守恒,mq,3.0,4.428571428571429,-1.0177566902037354,0.735306942149919,0.9182490980237663,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,190fbd3a24297ca508df737de537fab799b6f04e4262a10108a6746087bdfd09,Chemistry,A,C07,质量守恒,risk,3.5,4.142857142857143,-1.3698802464593598,-0.13033467581787664,0.016322993193051746,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,190fbd3a24297ca508df737de537fab799b6f04e4262a10108a6746087bdfd09,Chemistry,A,C07,质量守恒,tf,3.5,4.714285714285714,-1.4449764700478325,0.6263731004578813,0.8455239113360004,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,Geoscience,A,C24,地球内部结构,cc,5.0,3.4285714285714284,1.7424722986110328,1.151573491239305,1.1534141924604822,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,Geoscience,A,C24,地球内部结构,fa,5.0,4.428571428571429,1.138536525523738,0.49179944238185136,0.6190759938743797,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,Geoscience,A,C24,地球内部结构,lc,4.5,5.0,0.6938256333459113,0.9648660673818074,1.2818323567888206,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,Geoscience,A,C24,地球内部结构,mq,4.75,5.0,1.2837402898214085,1.5273470976881065,1.781988781562062,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,Geoscience,A,C24,地球内部结构,risk,4.75,4.571428571428571,0.892074149364074,0.6741419064265513,0.9057595610592896,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1ce2c7fdf652d2ab7c87e2d92a5dcd5178cd0b81e0a2e5e4b8feb7ed1271d786,Geoscience,A,C24,地球内部结构,tf,4.5,4.714285714285714,0.6044722285060657,0.6263731004578813,0.8455239113360004,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1cf4eae7b98dca02ea2ce90b8daf6d7226ba9198835ceb3472b18ea760a46cc7,Biology,B,C18,光合作用与细胞呼吸,cc,3.75,2.857142857142857,-0.5860567490823891,-0.007254299169493035,-0.00972916415647158,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1cf4eae7b98dca02ea2ce90b8daf6d7226ba9198835ceb3472b18ea760a46cc7,Biology,B,C18,光合作用与细胞呼吸,fa,4.25,4.428571428571429,-0.47413855306956704,0.49179944238185136,0.6190759938743797,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1cf4eae7b98dca02ea2ce90b8daf6d7226ba9198835ceb3472b18ea760a46cc7,Biology,B,C18,光合作用与细胞呼吸,lc,3.75,4.714285714285714,-0.8963155177558766,0.281939959703023,0.5882947717384335,quality_aligned_high_is_good; aligned risk = 6 - raw risk
ensemble::trimmed_one_each_tail,ensemble,Nine-judge trimmed mean,1cf4eae7b98dca02ea2ce90b8daf6d7226ba9198835ceb3472b18ea760a46cc7,Biology,B,C18,光合作用与细胞呼吸,mq,4.25,4.428571428571429,0.6261697240999389,0.735306942149919,0.9182490980237663,quality_aligned_high_is_good; aligned risk = 6 - raw risk
