wave,domain,task,item_local_id,item_text_hash,item_text_sha256,item_text_utf8_characters
二次专家复核,生物,Task C,B03,9df3800f06735a98,9df3800f06735a988dcd130e2c61496416e6b43df34284e1798a24feabce221d,281
二次专家复核,生物,Task A,B04,73a2f603349a8c5e,73a2f603349a8c5ea3365719f1d1138a1033cb0994a8332a8d833d06829b250f,247
二次专家复核,生物,Task B,B05,dfea3893eacd240f,dfea3893eacd240f1df1dcadc0c57be492ff4b402b37172532730be97cdedb5d,196
二次专家复核,生物,Task C,B06,7d7bd627e3f4e8c4,7d7bd627e3f4e8c42204ab777ede60366db643730c8a872011c6205cddfa2ea8,255
二次专家复核,地理,Task A,G01,b3626a547426ca50,b3626a547426ca5044d11c3148127c5f7c10f8f1f436407714cf2a9d5c377310,265
二次专家复核,地理,Task B,G02,ebb0a5a47da7657b,ebb0a5a47da7657bac6aabdecef83dea11c23c93e5a14fea9c3f056b53d3b053,252
二次专家复核,地理,Task C,G03,732ac33a5cec9603,732ac33a5cec9603863f87c26199f86fdbe92d5267e090f9966ef903daede680,277
二次专家复核,地理,Task A,G04,a6cac3885da5e7a9,a6cac3885da5e7a9283fed9ea99ce77868392be47aa18857e64fe8df602ffc0f,275
二次专家复核,地理,Task B,G05,6e1e89984f9f102e,6e1e89984f9f102ee56bad531182ef0d9dda9ad1e4cf1dcb389b83d3a3a61ca2,197
二次专家复核,地理,Task C,G06,9c55f3213fe7f5fc,9c55f3213fe7f5fc23b16a7668b1e6f5563ba48f07e986097dbdb88afdb5aa6b,263
二次专家复核,化学,Task A,C01,24573e91411cfd5c,24573e91411cfd5cba97318a8706785f531892530a415394ced80fff606de9bd,250
二次专家复核,化学,Task B,C02,af557e1581ed2d03,af557e1581ed2d035a5f101b562a2ba541f97de777646b844c84c1485367b40f,238
二次专家复核,化学,Task C,C03,d39e35505563bba8,d39e35505563bba87683d3e6e9edc9c66b6ef4370d9ded1cf1c7afb03f2647a3,306
二次专家复核,化学,Task A,C04,6c468bcaab749880,6c468bcaab749880ff9f36c62df1079d9677800c1c2e2212a8e1eb0e6b4d07cd,278
二次专家复核,化学,Task B,C05,70ef57a52e80b477,70ef57a52e80b47763d095eeccc2a7e8785d77c38015e5154335d13a86a29663,214
二次专家复核,化学,Task C,C06,1cf1d65c59a9dc1e,1cf1d65c59a9dc1e361e6af34358017106a6845ba217c7afe59f3e621affe9b0,322
二次专家复核,大气科学,Task A,A01,7975f3179dd8732f,7975f3179dd8732f25d7c347f52d117222d5666dedb5cc62cf3d9449a08c4709,255
二次专家复核,大气科学,Task B,A02,baedf215b4625439,baedf215b46254397d345f250aab9c323eafdf2272973d13c059cabb8449bcf6,261
二次专家复核,大气科学,Task C,A03,08989cd66eae1f3b,08989cd66eae1f3b41dc4aeb8fc3260c044072b44c9c0d883eb787ea38ae8847,275
二次专家复核,大气科学,Task A,A04,da4ef414c9aaf526,da4ef414c9aaf52686a0fbb6251811821d2da1e539d1207e8555f5d411502e6f,258
二次专家复核,大气科学,Task B,A05,10d80a23a0b8f77e,10d80a23a0b8f77ea8a224cb0f374df68d628b6886f7e2ed532c237118fd84aa,204
二次专家复核,大气科学,Task C,A06,8f5f521203b4de99,8f5f521203b4de995407acf7a493aa190e210860409bc58aec0d09c6e6d74484,266
二次专家复核,物理,Task A,P01,254b15015ba54f2f,254b15015ba54f2ffc7cf89b4430ac7bb05d874b62454585aa3d83f5cf580273,253
二次专家复核,物理,Task B,P02,1cb01a4146939d4c,1cb01a4146939d4c2c8de633b771cddbf1a98bf51bd5b66ac81075c6980defb7,246
二次专家复核,物理,Task C,P03,62be08b587b9aa7f,62be08b587b9aa7f510fa2d843144796c9c072657f03b57bdc1ee71efa6484f0,298
二次专家复核,物理,Task A,P04,8620e3a0ad7609a8,8620e3a0ad7609a85e46741690285bd755bae0407728b6a130c53f8aba297ac7,251
二次专家复核,物理,Task B,P05,c5fea29f75bd3a09,c5fea29f75bd3a09e237f52fa67c35ed29d501ed4b9f9a4265c1cd23a5cc71f3,236
二次专家复核,物理,Task C,P06,b4657033d66e96c8,b4657033d66e96c8370d968d1f3674fb19aec4332bcb04c4af833d2357c0436c,301
