item_id,judge_provider,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,parse_success,retry_count,error_message,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id
ri_0a745ca9e77c7886c591,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,2,3,True,0,,200,1280,138,
ri_8ccd80edbc3790b2e227,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,3,3,True,0,,200,1238,138,
ri_e7ae6a01199d6b47dfab,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,2,2,3,3,True,0,,200,1236,139,
ri_85f954ccb6b53e48b577,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1237,138,
ri_149d8f476439bfeb6d9f,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,3,4,3,2,True,0,,200,1248,134,
ri_1550424833c902ceb3e4,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,2,3,True,0,,200,1277,137,
ri_28ac97ef820453daead5,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,3,2,True,0,,200,1240,130,
ri_9964122ad3db0c6137f9,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,3,3,True,0,,200,1220,133,
ri_2d73a117d97765f869b8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1224,138,
ri_6f6d586340c0a80e1212,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,2,3,2,3,True,0,,200,1278,639,
ri_c6cb04e17c0e43d3c141,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,2,True,0,,200,1307,140,
ri_10fe7a1bac4bcf8d3b34,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1267,141,
ri_da71419ba700764c8349,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,1,4,True,0,,200,1225,135,
ri_9a85eee3123b407b034d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,3,2,2,4,True,0,,200,1246,138,
ri_a294725a881e768948f6,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1238,136,
ri_92d219ce87fdac6464de,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1300,136,
ri_6a634563e3671e562810,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1247,136,
ri_1453d4bfb2b3a504e9cc,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,1,2,3,True,0,,200,1237,665,
ri_00b32674eea5c709545c,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1258,137,
ri_579e9fcb0aedac7ceffa,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,3,3,True,0,,200,1227,139,
ri_74ac56f509eb401c2c72,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,1,4,True,0,,200,1236,137,
ri_d67713b4bfbec55b73a6,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,4,1,1,4,True,0,,200,1266,652,
ri_cc0aac3e034b7d0735d1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,2,3,2,2,4,True,0,,200,1250,727,
ri_b41f719c69fefad06cad,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1248,138,
ri_227cb8adc39ddfaba419,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1237,136,
ri_f893942acf99ad0527fa,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,4,2,True,0,,200,1217,136,
ri_45c02778020f95480cd3,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,1,4,True,0,,200,1228,136,
ri_9e311dd5cdf164d7c782,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,2,3,True,0,,200,1244,138,
ri_5e1cc72838fd89127ad2,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,1,5,True,0,,200,1237,137,
ri_0246266c6c626f31132a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1279,137,
ri_25f298b0a26bfc8fa083,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,3,3,3,3,True,0,,200,1252,138,
ri_65f75b27df9d490cff82,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,3,3,True,0,,200,1238,138,
ri_21f90296706236f98dbc,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,3,3,True,0,,200,1227,136,
ri_93afe8e49e3e1afd4e55,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,2,3,3,True,0,,200,1265,141,
ri_fcb289b7f82f6824b153,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1253,138,
ri_8b3f5e0465bff3d88f86,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,4,3,3,True,0,,200,1295,141,
ri_398d752a18c2f017208d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,2,4,True,0,,200,1236,137,
ri_55cbac6a1c6d940b9a70,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1285,140,
ri_7223281396701e2d4391,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,2,3,2,2,3,True,0,,200,1265,650,
ri_aaee60e11a45a45cc6d8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,3,3,3,True,0,,200,1281,767,
ri_78b85910697485ff9837,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,2,2,4,True,0,,200,1243,745,
ri_63d4694f28239eb511b8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,2,4,True,0,,200,1242,137,
ri_6fc464d4f5c64a549108,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,2,2,3,3,True,0,,200,1233,138,
ri_77e7a4a8ad09bb2148cf,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,1,2,3,3,True,0,,200,1217,696,
ri_55d4ae5aa1f95d9f13d7,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,3,3,3,True,0,,200,1271,141,
ri_b40e1d7b5314aea3ce9a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,3,3,True,0,,200,1255,141,
ri_338dafcff46b040676d2,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,3,2,3,4,True,0,,200,1253,137,
ri_4abf0772c3e17b65390b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,2,4,True,0,,200,1250,139,
ri_f4e48da26e76089eae2e,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1235,139,
ri_c04bacb6586fa9d03ab8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1246,138,
ri_8c4474d997cbb6ec04ff,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1237,138,
ri_da55d6e7bd94ddec2d8b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1272,140,
ri_bd623a463b50cc3bf610,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,1,,200,1227,136,
ri_db429b5476d0ac071049,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,2,3,True,0,,200,1238,136,
ri_41abf7f4b0260a1e37b3,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,1,4,True,0,,200,1233,141,
ri_fc0cc1b05309516610e1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,3,4,3,2,True,0,,200,1245,137,
ri_4ded097380a98748b59f,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,4,4,4,2,True,0,,200,1246,705,
ri_7926a44c4df1afdd51c8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,3,2,4,True,0,,200,1250,139,
ri_824362fc6d55954be8c5,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,2,4,True,0,,200,1223,137,
ri_61fb675c540c95a24300,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,3,3,2,3,True,0,,200,1276,136,
ri_b442d309b3ddecbaa23e,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,3,2,3,True,0,,200,1217,133,
ri_4ba4cfa8500dceb27821,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1279,137,
ri_6459a6380dee1bc89c1d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,2,4,True,0,,200,1228,138,
ri_92b41686d55db3dc1557,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,2,3,3,True,0,,200,1229,137,
ri_a6c13f9300c14229a6e6,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,3,3,True,0,,200,1226,135,
ri_84d836eff2ae5cd73801,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1279,137,
ri_13af40b9f5e29f3fedea,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,3,3,True,0,,200,1261,139,
ri_40b9067d10585bdcf395,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,4,3,3,True,0,,200,1272,137,
ri_bd146a53192094969db9,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1233,135,
ri_62fa1f396601ce1b4004,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,2,2,3,True,0,,200,1249,654,
ri_2525475affad01ce958b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,4,4,3,3,True,0,,200,1240,690,
ri_acc9a567dd12e9ac409d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,2,3,True,0,,200,1264,137,
ri_d8518cc499f8f332a188,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,3,3,True,0,,200,1228,137,
ri_cb10d254bd717c5796af,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1247,136,
ri_a65e378282a481c81499,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1,1,2,2,1,5,True,0,,200,1254,750,
ri_4a64f56fb2fd8c4efe8a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,3,2,4,True,2,,200,1230,136,
ri_d6a5369d3634495b734a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,3,2,3,4,True,0,,200,1256,138,
ri_de945f25b3010fea5cd0,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1240,138,
ri_d98376e78762eb256a21,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,2,4,True,0,,200,1233,136,
ri_8abb1517b698f05c1074,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,4,2,True,0,,200,1285,138,
ri_86864e134fb681d3ef93,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,4,2,True,0,,200,1255,136,
ri_da701c5faa8cedd02493,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1275,137,
ri_a77af7758be8a7c1d9df,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,2,3,2,True,1,,200,1265,761,
ri_b273e56b6cc7f0c9e158,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,0,,200,1263,140,
ri_addf68333ae308038b7e,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1225,136,
ri_622c7629e0a8a8e0124c,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,3,3,3,3,True,1,,200,1230,140,
ri_7acf96fcfa8afb3288b5,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,4,2,True,0,,200,1252,139,
ri_c06ff4876f44225cd4e2,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1258,138,
ri_acbc03f5abab4e56dad1,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1248,138,
ri_11548bda45b42bf5ecfc,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1260,137,
ri_2fcc17d2074bca5d0757,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,0,,200,1262,134,
ri_2de406e01af00eee1255,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,5,5,4,2,True,0,,200,1298,132,
ri_dea1ff2be37c38cc9538,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,2,2,3,True,1,,200,1261,138,
ri_792bb495c424b03b66e5,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1229,739,
ri_c6a5cdfe7bfe85e3f39b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1223,141,
ri_581d6a83862cb763bd53,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1276,136,
ri_2de1572456564d32b4ab,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1,1,2,2,1,5,True,0,,200,1257,688,
ri_1975007a22328d45d224,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,3,3,True,0,,200,1238,136,
ri_81bb4d971cea388c775d,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,4,True,0,,200,1272,136,
ri_4250ec2e257bfa31e7e3,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1240,139,
ri_5416bdf0bc23cf24cb31,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1245,137,
ri_248cb4c277bfba4db644,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,2,4,True,0,,200,1242,137,
ri_6e29b063eba09b4b8684,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,4,3,4,3,True,0,,200,1224,694,
ri_1daf98b3bdfe693d51c0,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,2,2,2,3,True,0,,200,1227,684,
ri_1d5f90b35862ae719b65,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1241,138,
ri_fd206bbc29975359b095,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,4,3,3,3,True,0,,200,1254,135,
ri_0c3da378598fc9910983,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,3,3,3,True,0,,200,1247,136,
ri_06c1190e26b1290ae50b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,2,True,0,,200,1292,138,
ri_5740b49120620dbfe4a3,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,4,2,2,3,True,0,,200,1249,137,
ri_30301f55167df5848f4c,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,2,True,0,,200,1283,137,
ri_fc679f35e1f2270c399a,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,2,4,True,0,,200,1243,138,
ri_1499b23182f9bea092df,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1236,137,
ri_a9b9e2a939d556e23f53,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1230,140,
ri_4ec339e0218876071ab7,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1265,725,
ri_6079a0f9283860cc36c8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,3,2,True,0,,200,1292,138,
ri_d33dfa8f316329473d77,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,1,1,2,2,1,5,True,0,,200,1257,717,
ri_ec217d8d896ad67eab47,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,3,4,4,4,2,True,0,,200,1239,137,
ri_5ba73a7d8d8af4853197,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,4,3,3,True,0,,200,1249,139,
ri_3f8b79d1ff7bd852af89,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,0,,200,1227,139,
ri_9282e456ec872fda673b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,2,4,True,0,,200,1241,136,
ri_4a85b58e7cab0987f02b,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,5,3,4,4,4,2,True,0,,200,1230,139,
ri_5ca44b3eed9a4694ac1f,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,2,2,4,True,0,,200,1253,140,
ri_3979f07185b87188e7a8,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,3,3,3,True,0,,200,1253,138,
ri_50b5dcd4c549dbe1b2ee,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,1,1,2,2,True,0,,200,1251,582,
ri_180cad8edd75d1ca0c53,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,1,2,2,2,4,True,0,,200,1245,139,
ri_8d89e29cb1f4b6c9589c,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,2,1,2,1,1,4,True,0,,200,1243,141,
ri_611f7fa0b4f7d36adf33,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,3,2,3,2,2,3,True,0,,200,1263,140,
ri_87e0e4c2052e67048ed9,anthropic,Claude Sonnet 4.6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,claude-sonnet-4-6,4,2,3,2,2,3,True,0,,200,1236,139,
