judge_provider,item_id,source_stimulus_id,source_item_uid,api_item_id,replicate_index,runner_order,domain,concept_id,concept,task_type,generator,text_sha256,call_status,paper_model_label,judge_model_requested,actual_api_model,judge_model_returned,judge_model,fa,cc,lc,tf,mq,risk,retry_count,http_status,usage_prompt_tokens,usage_completion_tokens,system_fingerprint_or_backend_id
doubao,ri_3408ed56407d0fe2db38,RST062,DEEPSEEK_B_C21,API810_321,3,17,Geoscience,C21,岩石循环,B,DeepSeek,1b087407f952d2e2d6527f4db5ef6b80274e666f99bfd12ec4b41976018fff0b,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,3.0,2.0,1.0,3.0,0,200,948,143,
doubao,ri_d74543b73fa5c1291425,RST006,豆包_C_C02,API810_242,3,18,Physics,C02,净力与加速度,C,ByteDance Doubao,d124841961e8a0ea1c7a92127397cce8021e79d4597ef253648df0566f49ef22,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,4.0,3.0,1.0,3.0,0,200,961,144,
doubao,ri_74c4ea628ba527dfcd17,RST023,mimo_B_C08,API810_488,3,19,Chemistry,C08,物质微粒观,B,Mimo,a3faaf6c215bfc670c495f735bf9f13c20c9a2a1f2928d851d92ba026fc5e207,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,3.0,3.0,2.0,0,200,941,142,
doubao,ri_b1450c76b85cfaf7d3a1,RST085,千问_A_C29,API810_029,1,20,Climate/Environment,C29,海洋垃圾与塑料污染,A,Alibaba Qwen,20337cc711fc466f189cb9665056280eb3f219e0e9ead8ec3fa8c804c65f0f27,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,3.0,3.0,2.0,0,200,947,143,
doubao,ri_cfd23c6f8d79e8e6aa2b,RST015,DEEPSEEK_C_C05,API810_335,1,21,Physics,C05,圆周运动,C,DeepSeek,9044fac57bd0abef87bebc420917210df3098681d600260b7a0e9561914dbfb6,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,3.0,2.0,0,200,967,143,
doubao,ri_d64f00a7aa977ceb53d9,RST088,GPT_A_C30,API810_660,3,22,Climate/Environment,C30,自然变率与人为影响,A,OpenAI GPT,7d55b7238f7397d3e7f2804e8a347b137448efcb426cccd5c1a37bfc88bd65b1,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,4.0,2.0,0,200,947,143,
doubao,ri_6c1b1abe7ccbe95ba58c,RST061,GLM_A_C21,API810_741,2,23,Geoscience,C21,岩石循环,A,Zhipu GLM,4880ec97be032be78601146cd6ddd6bc0068ee4c815d77438834fcddbac61a9e,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,2.0,0,200,941,141,
doubao,ri_cddf9401ef0de588c528,RST002,千问_B_C01,API810_031,1,24,Physics,C01,惯性,B,Alibaba Qwen,31765d9b255c92e038cc94997ee75354f0ae89eb461f81e208ee993995da9688,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,3.0,3.0,3.0,0,200,939,142,
doubao,ri_70d14669df20187ea5d8,RST033,KIMI_C_C11,API810_611,2,25,Chemistry,C11,化学键,C,Moonshot Kimi,659a9b10212e3bd92272b70477058c5c8554b0e9e4ca50d97c865b6d5557caba,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,2.0,5.0,5.0,5.0,2.0,0,200,958,144,
doubao,ri_8d60f5e997f685ac5c50,RST089,千问_B_C30,API810_060,2,26,Climate/Environment,C30,自然变率与人为影响,B,Alibaba Qwen,4fe91f09c6a026a94fdab6c4cd86ce78911ce59fb4fa58d70d884928a0889abd,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,5.0,2.0,1.0,3.0,0,200,958,145,
doubao,ri_2d3a8f452e48d6012185,RST064,KIMI_A_C22,API810_562,2,27,Geoscience,C22,地震成因,A,Moonshot Kimi,5707f85cb07a754f7ef4b8f362e343b1faf96c9414a026ce9b668053933998fa,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,4.0,4.0,3.0,2.0,0,200,942,146,
doubao,ri_c962f7ad42fb1b555c4d,RST066,豆包_C_C22,API810_262,1,28,Geoscience,C22,地震成因,C,ByteDance Doubao,2b09f068d9636bf91de1271e577e576d894fc338a29f071031196a9d9f3a0f6a,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,5.0,5.0,4.0,3.0,0,200,948,143,
doubao,ri_5d044e89e278993bb952,RST025,mimo_A_C09,API810_459,1,29,Chemistry,C09,相变,A,Mimo,093714065313b43911ef4b8383e0681169b3604f73166358229eefd0f41379b3,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,3.0,3.0,3.0,0,200,948,145,
doubao,ri_c5bc8425bfead0efbc52,RST079,mimo_A_C27,API810_477,1,30,Climate/Environment,C27,全球变暖与气候变化,A,Mimo,3e0f36edc5ca9eaabd1415ca796e2f2eee59e779f3514dd533b6aac83ce2ac99,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,4.0,4.0,2.0,0,200,941,140,
doubao,ri_66398c10b7c0fb8a0671,RST086,DEEPSEEK_B_C29,API810_329,2,31,Climate/Environment,C29,海洋垃圾与塑料污染,B,DeepSeek,b10cc419edfdde63da0a0169c0b1d882f69b71aacb1b321fc5b32ddff6637c8f,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,3.0,2.0,3.0,0,200,963,145,
doubao,ri_427a60422550f0ea8403,RST042,mimo_C_C14,API810_524,2,32,Biology,C14,进化没有预设目标,C,Mimo,ba06d060edd70de1e7657a51fc75d85b0bbd3215db68bed8441aabaed5bdd066,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,0,200,988,145,
doubao,ri_a963f040f282db5aa5af,RST009,GLM_C_C03,API810_783,1,33,Physics,C03,牛顿第三定律,C,Zhipu GLM,ed47a35ac71911643855ca2c511a3ebea90df168e84b3c2dab870343d4831ebf,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,3.0,3.0,0,200,969,142,
doubao,ri_f4a15b40373179d6aa1c,RST030,GLM_C_C10,API810_790,3,34,Chemistry,C10,化学反应与物理变化,C,Zhipu GLM,eca4c28d15d811d4560b6c74adcd2bdd12c97b8bb414790c2e813e980b8d5ba5,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,0,200,975,144,
doubao,ri_ac72b4302ca379cdc971,RST047,mimo_B_C16,API810_496,2,35,Biology,C16,遗传信息与性状,B,Mimo,55d480bedd9204d57c8b96566728d329f313a7e8d7eb72c68a64f1f45f7889d2,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,3.0,2.0,2.0,3.0,0,200,941,142,
doubao,ri_775f18565e58a1f1f444,RST073,豆包_A_C25,API810_205,1,36,Climate/Environment,C25,温室效应,A,ByteDance Doubao,20d548cb4cad8c36d573f7f6e09ca72db671a5211c26102fe2443f02ee48b702,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,2.0,0,200,949,146,
doubao,ri_d8f5d2e690b3762c2960,RST057,千问_C_C19,API810_079,1,37,Geoscience,C19,板块构造,C,Alibaba Qwen,b6087f69835176a8caf0f9b1b1672b8b411c49da95d51b2851cce3c987a993b8,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,5.0,5.0,3.0,3.0,0,200,958,145,
doubao,ri_ce90cf5a33701f6b5433,RST077,Gemini_B_C26,API810_416,3,38,Climate/Environment,C26,天气与气候,B,Google Gemini,01851605062f0bc2b5dbde36ecffc0e4448983788938f4f55aa3548a39440f09,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,0,200,961,144,
doubao,ri_65948e20b0563983fb54,RST029,GPT_B_C10,API810_670,2,39,Chemistry,C10,化学反应与物理变化,B,OpenAI GPT,1027f183d78976026e49c8eb074a0d14e7ef1ebf3c543de46c07a260f7f41d75,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,2.0,5.0,3.0,4.0,2.0,0,200,949,145,
doubao,ri_2e937922f389c31a2390,RST011,豆包_B_C04,API810_214,3,40,Physics,C04,抛体运动,B,ByteDance Doubao,03f6f8557c71c01b5f7aebb33e51ce0bfb9b38d881f3391a43247bbf9e2782ff,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,3.0,5.0,4.0,3.0,2.0,0,200,953,146,
doubao,ri_33a112b16858f57c2e0b,RST075,GPT_C_C25,API810_715,2,41,Climate/Environment,C25,温室效应,C,OpenAI GPT,41c092f76a7eb9e4c7608f4978918f989004ce5032ab6614bf3ebbaa8bba9ac1,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,2.0,5.0,5.0,4.0,2.0,0,200,966,146,
doubao,ri_dfb51f70baaf1f492fbf,RST025,mimo_A_C09,API810_459,3,42,Chemistry,C09,相变,A,Mimo,093714065313b43911ef4b8383e0681169b3604f73166358229eefd0f41379b3,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,4.0,4.0,3.0,0,200,936,141,
doubao,ri_1ccfbd12722b50838fe5,RST015,DEEPSEEK_C_C05,API810_335,2,43,Physics,C05,圆周运动,C,DeepSeek,9044fac57bd0abef87bebc420917210df3098681d600260b7a0e9561914dbfb6,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,3.0,2.0,0,200,967,143,
doubao,ri_1f05d5f19f9c75667665,RST074,KIMI_B_C25,API810_595,3,44,Climate/Environment,C25,温室效应,B,Moonshot Kimi,15234426580200d04c25c1702713e1e34448ebd60d49990f4bd62822c418dd79,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,5.0,3.0,3.0,3.0,0,200,951,146,
doubao,ri_62262e3e65ed8cf89c67,RST051,claude_C_C17,API810_167,2,45,Biology,C17,能量流动与物质循环,C,Anthropic Claude,d20feba413d3e7dc66139db4e253ad72ee5a65d4151494683b757cdfd3dfd18e,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,4.0,2.0,0,200,980,144,
doubao,ri_1b8c3e0034d5b329e9f2,RST036,千问_C_C12,API810_072,2,46,Chemistry,C12,溶液浓度与稀释,C,Alibaba Qwen,43606521bdb443204ee497b6ce32447cbc69eb55fc5639f474baaa0a1b7e65a0,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,0,200,966,146,
doubao,ri_42f49ea5678cd904fa0e,RST066,豆包_C_C22,API810_262,3,47,Geoscience,C22,地震成因,C,ByteDance Doubao,2b09f068d9636bf91de1271e577e576d894fc338a29f071031196a9d9f3a0f6a,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,5.0,5.0,4.0,2.0,0,200,948,143,
doubao,ri_5c81dfddd3f935ca14c1,RST049,千问_A_C17,API810_017,3,48,Biology,C17,能量流动与物质循环,A,Alibaba Qwen,39fe4da99291449bdd382d343f97d6feaaf702bc87cf3fd591553717a9c67864,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,2.0,0,200,940,142,
doubao,ri_60582b8fc296f39d5f04,RST089,千问_B_C30,API810_060,1,49,Climate/Environment,C30,自然变率与人为影响,B,Alibaba Qwen,4fe91f09c6a026a94fdab6c4cd86ce78911ce59fb4fa58d70d884928a0889abd,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,4.0,2.0,5.0,2.0,2.0,2.0,0,200,958,145,
doubao,ri_8fbbcc9f2517715272ca,RST086,DEEPSEEK_B_C29,API810_329,3,50,Climate/Environment,C29,海洋垃圾与塑料污染,B,DeepSeek,b10cc419edfdde63da0a0169c0b1d882f69b71aacb1b321fc5b32ddff6637c8f,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,5.0,3.0,2.0,3.0,0,200,957,143,
doubao,ri_5f8c7f95723513900e5d,RST073,豆包_A_C25,API810_205,3,51,Climate/Environment,C25,温室效应,A,ByteDance Doubao,20d548cb4cad8c36d573f7f6e09ca72db671a5211c26102fe2443f02ee48b702,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,2.0,0,200,949,146,
doubao,ri_37998b2e8819e95835a1,RST019,GPT_A_C07,API810_637,1,52,Chemistry,C07,质量守恒,A,OpenAI GPT,6898a68d48681ce6605cdf5b981f9dbcff715a4510b92e7a7cb29440dfeb9d35,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,4.0,5.0,1.0,0,200,947,146,
doubao,ri_2ac41a84070ca78b12c5,RST081,KIMI_C_C27,API810_627,1,53,Climate/Environment,C27,全球变暖与气候变化,C,Moonshot Kimi,c9d545b872014e38881f5567cf6acc93d43135a865802cdfa9010d093ecc5b71,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,2.0,0,200,963,144,
doubao,ri_afd45b47495218dbcd97,RST045,GPT_C_C15,API810_705,1,54,Biology,C15,随机变异与非随机选择,C,OpenAI GPT,6ef8207c991c15230122a69608d1656fb18bcced2ef6f93b96b95385c55ab32f,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,0,200,968,143,
doubao,ri_387d5492237e13ae049f,RST064,KIMI_A_C22,API810_562,1,55,Geoscience,C22,地震成因,A,Moonshot Kimi,5707f85cb07a754f7ef4b8f362e343b1faf96c9414a026ce9b668053933998fa,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,4.0,3.0,4.0,3.0,3.0,2.0,0,200,939,145,
doubao,ri_fdbf2e471bdabfd803c5,RST081,KIMI_C_C27,API810_627,3,56,Climate/Environment,C27,全球变暖与气候变化,C,Moonshot Kimi,c9d545b872014e38881f5567cf6acc93d43135a865802cdfa9010d093ecc5b71,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,3.0,4.0,5.0,2.0,0,200,954,141,
doubao,ri_953aaab476b04796b185,RST039,豆包_C_C13,API810_253,1,57,Biology,C13,自然选择,C,ByteDance Doubao,7dc55295521da2a33b9281e796dcfe03155a638c8f2a2fb040620163a21f569e,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,5.0,4.0,3.0,3.0,0,200,958,144,
doubao,ri_65f9752998663b5172fa,RST080,GLM_B_C27,API810_777,3,58,Climate/Environment,C27,全球变暖与气候变化,B,Zhipu GLM,7310b381779e0307f8abbe390c7df5587e7f2c03c4e4a45050236db2042a5f08,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,5.0,3.0,4.0,2.0,0,200,962,145,
doubao,ri_c59986ce0c2be0c9c64d,RST041,Gemini_B_C14,API810_404,2,59,Biology,C14,进化没有预设目标,B,Google Gemini,0d92876dc103d9911eb32a474953ee10c41bf854346ec7c34ec27c03b3268be9,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,4.0,3.0,5.0,4.0,4.0,2.0,1,200,960,143,
doubao,ri_a17435dc62c31c479684,RST070,Gemini_A_C24,API810_384,1,60,Geoscience,C24,地球内部结构,A,Google Gemini,8ccdeb0292b43afc7ca80e32aca4c58cc2c3f629bd49e92466fb2119f2dfc6b5,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,1,200,964,144,
doubao,ri_ed13db91f40ef82d463d,RST007,KIMI_A_C03,API810_543,2,61,Physics,C03,牛顿第三定律,A,Moonshot Kimi,5f871bb77eee690b892ae96edfcaaf973b7d4e22d6160f73c1603bae61d3e399,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,4.0,4.0,2.0,1,200,941,143,
doubao,ri_6947e1a45e3bd0452555,RST052,DEEPSEEK_A_C18,API810_288,2,62,Biology,C18,光合作用与细胞呼吸,A,DeepSeek,01c30716c720981a73f6979f26f363c5cd39a9782cc9e1294c13b35f1529a5d2,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,4.0,4.0,2.0,1,200,955,145,
doubao,ri_fd084a385e945593f6d6,RST014,GLM_B_C05,API810_755,1,63,Physics,C05,圆周运动,B,Zhipu GLM,13d58e3747fde025211d3e9db810ee3e00dedc8ee741d656b44577755c2f203a,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,4.0,2.0,5.0,3.0,4.0,2.0,1,200,951,144,
doubao,ri_7dd26b8311f5150f4018,RST063,claude_C_C21,API810_171,3,64,Geoscience,C21,岩石循环,C,Anthropic Claude,1923d4ff3ea4d64c144d8f2208f0bcc794e0fe840bd3074a0f6c6e730d91503e,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,1,200,979,145,
doubao,ri_9211813bc0901927d1be,RST048,千问_C_C16,API810_076,2,65,Biology,C16,遗传信息与性状,C,Alibaba Qwen,d714091faefc0354b9b5013d9838479adabccca67d71e42c578252b0e8f856f6,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,4.0,3.0,2.0,1,200,960,144,
doubao,ri_2d774a417044c1433402,RST024,豆包_C_C08,API810_248,2,66,Chemistry,C08,物质微粒观,C,ByteDance Doubao,8cbbefde1431a2fa9f07a88eb519f91770eaff2063d66c9a3b6aa3288fd8e026,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,1,200,966,146,
doubao,ri_3580038a1a961d2d806f,RST047,mimo_B_C16,API810_496,1,67,Biology,C16,遗传信息与性状,B,Mimo,55d480bedd9204d57c8b96566728d329f313a7e8d7eb72c68a64f1f45f7889d2,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,3.0,2.0,2.0,3.0,1,200,953,146,
doubao,ri_be4f15000edf904b23eb,RST008,mimo_B_C03,API810_483,3,68,Physics,C03,牛顿第三定律,B,Mimo,47228c2c6a790f8784c94d4e4a718a57d28049aef2529e265e92e73dbd91abec,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,3.0,3.0,3.0,1,200,941,142,
doubao,ri_e728a8c62a9ba42491b3,RST023,mimo_B_C08,API810_488,2,69,Chemistry,C08,物质微粒观,B,Mimo,a3faaf6c215bfc670c495f735bf9f13c20c9a2a1f2928d851d92ba026fc5e207,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,3.0,2.0,2.0,3.0,0,200,947,144,
doubao,ri_2cbf4a120e6dfdfa786b,RST082,claude_A_C28,API810_118,1,70,Climate/Environment,C28,二氧化碳的气候作用,A,Anthropic Claude,8ad2380daf446db580b38e1df6f31ca33648907f9f22fcbcf27948e98ca7d9b7,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,4.0,3.0,5.0,4.0,4.0,2.0,0,200,955,143,
doubao,ri_bf1d16c0db094998ec15,RST060,mimo_C_C20,API810_530,1,71,Geoscience,C20,地质时间,C,Mimo,91350d948fb1c171b11dc4e35f5a146abd4750d2ebcdc865b99e2a00420f4ffd,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,4.0,1.0,0,200,963,143,
doubao,ri_61f0c6f5fd076ee8e729,RST089,千问_B_C30,API810_060,3,72,Climate/Environment,C30,自然变率与人为影响,B,Alibaba Qwen,4fe91f09c6a026a94fdab6c4cd86ce78911ce59fb4fa58d70d884928a0889abd,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,1.0,5.0,2.0,1.0,3.0,0,200,955,144,
doubao,ri_3bc0310f28f5f63dec61,RST007,KIMI_A_C03,API810_543,1,73,Physics,C03,牛顿第三定律,A,Moonshot Kimi,5f871bb77eee690b892ae96edfcaaf973b7d4e22d6160f73c1603bae61d3e399,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,5.0,3.0,5.0,5.0,5.0,1.0,0,200,941,143,
doubao,ri_122c898136e2e52049ba,RST026,GLM_B_C09,API810_759,3,74,Chemistry,C09,相变,B,Zhipu GLM,1eee74c8a0695f9b04cd78956608d3b50d3b82529c2ab29ea8d65b9b6f3f8ba8,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,3.0,2.0,3.0,0,200,950,145,
doubao,ri_241b19bbf17736cdf12a,RST067,豆包_A_C23,API810_203,1,75,Geoscience,C23,火山与板块边界,A,ByteDance Doubao,c151b464e6673fa391aea1567879682924697fbda729725b2d42e62b234418ef,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,5.0,4.0,3.0,3.0,0,200,949,144,
doubao,ri_fb250bacb43b39b5f794,RST062,DEEPSEEK_B_C21,API810_321,2,76,Geoscience,C21,岩石循环,B,DeepSeek,1b087407f952d2e2d6527f4db5ef6b80274e666f99bfd12ec4b41976018fff0b,valid,Doubao 2.0 Pro,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,doubao-seed-2-0-pro-260215,3.0,2.0,4.0,3.0,2.0,3.0,0,200,948,143,
