item_id,source_stimulus_id,source_item_uid,api_item_id,replicate_index,runner_order,domain,concept_id,task_type,generator,text_sha256,content_json_sha256
ri_35b1eeb1844c9709c148,RST090,Gemini_C_C30,API810_450,2,96,Climate/Environment,C30,C,Google Gemini,0649d03d091bcd8ed3e7142434a8b4da318f3ef9b91c94a1a1252e63560f7497,b491e406d8f99101de7ed3952f4a39b8f38f87e67a1e8c8805aa30620757e810
ri_f7a13c84f4967e5d00bd,RST014,GLM_B_C05,API810_755,2,97,Physics,C05,B,Zhipu GLM,13d58e3747fde025211d3e9db810ee3e00dedc8ee741d656b44577755c2f203a,649833e15c6211bfc3672c2d2d23b69aabcc4b0d4e36f3314919e6607d09107f
ri_67c1db70d308532b649c,RST013,claude_A_C05,API810_095,2,98,Physics,C05,A,Anthropic Claude,7c69dcd4ddddfd60c5930b03d00f5fb94eb5837e5c637cb3a11a83d7d7654a7f,b267e5f3ab8cce4b0e86d1d41a3f9651829f612acbefcddf7dbcff1c34283132
ri_7310024706459481ad6a,RST066,豆包_C_C22,API810_262,2,99,Geoscience,C22,C,ByteDance Doubao,2b09f068d9636bf91de1271e577e576d894fc338a29f071031196a9d9f3a0f6a,a190c985f69cf0e9170c6652c1182f7d75303d472cd7d84f82b2f8c1bced78dd
ri_e46a92daea56e52464c0,RST016,Gemini_A_C06,API810_366,1,100,Physics,C06,A,Google Gemini,abccc412924cf69aa7156319c0c3e5840d4576529007fba2c3085634e169faed,51f15c45c582bc6279d5bc6887dc4cca8bb83ba9889c108f176cfd555516bdef
ri_2704188f93cc1d3bccba,RST080,GLM_B_C27,API810_777,2,101,Climate/Environment,C27,B,Zhipu GLM,7310b381779e0307f8abbe390c7df5587e7f2c03c4e4a45050236db2042a5f08,0e21e87b00db3c8a0f0f1a86bc33ad985ec3db2c486698e3e34b479238bd6a60
ri_e96814e2ec0ede29fbf2,RST018,千问_C_C06,API810_066,3,102,Physics,C06,C,Alibaba Qwen,51e13339dffaed555562ef305a219a079ed77f664792476a9bbc2f3337e81cf1,25ce090691849554f13361f08e0aadb40e733d865b96a6d5a090183ca1c8ea47
ri_79666f0826c629cd6651,RST026,GLM_B_C09,API810_759,2,103,Chemistry,C09,B,Zhipu GLM,1eee74c8a0695f9b04cd78956608d3b50d3b82529c2ab29ea8d65b9b6f3f8ba8,c0f3f014c18ff8143b99f0e3546f7d963a374c366d37329500f85e12c6821a60
ri_7b50f4ef0f2065101090,RST088,GPT_A_C30,API810_660,2,104,Climate/Environment,C30,A,OpenAI GPT,7d55b7238f7397d3e7f2804e8a347b137448efcb426cccd5c1a37bfc88bd65b1,d13127f70ae9e4ab6ada6a71c00b472c6359d3ff1b367b1dcd8dad4f17372787
ri_6a9490b198a8431daa52,RST045,GPT_C_C15,API810_705,3,105,Biology,C15,C,OpenAI GPT,6ef8207c991c15230122a69608d1656fb18bcced2ef6f93b96b95385c55ab32f,b7e96876f4f524c79622311eb8a9edde8ef9bfec751981d759a2cef478a1a350
ri_d9bc37fa96da8020f39a,RST076,GLM_A_C26,API810_746,2,106,Climate/Environment,C26,A,Zhipu GLM,1ba344a13169bc75355f452aaa508c36a29c4b99ae5b50e536ac98a4ab30e5d2,be7dd4efc38e6eb5fb8efad9bb8cfcaee3790eee41717325c084ca3bcb7eb3ec
ri_790f9533630d1968033f,RST003,KIMI_C_C01,API810_601,2,107,Physics,C01,C,Moonshot Kimi,06fa897cdba578e7132effab76e19c2eabf8a9e846132a60f71ab8306ef70037,be1238fd31b0e0615ea12157a78ddbbf3fe49503bb0d76c185c21a8aec11123d
ri_1c40ac85ca9190d48624,RST034,KIMI_A_C12,API810_552,1,108,Chemistry,C12,A,Moonshot Kimi,69b8f8b0974775a4f2db6b42dec88448fa05b944f441efa8a4adf052eace748e,f4376ea964d7ba6cf260518029cc03542921efd6dfb1f9e806db3e43db012bcc
ri_f6ce03c8948961fafdae,RST030,GLM_C_C10,API810_790,2,109,Chemistry,C10,C,Zhipu GLM,eca4c28d15d811d4560b6c74adcd2bdd12c97b8bb414790c2e813e980b8d5ba5,3b211decad3557526d067d3d5a680a96ef54e0efd6c36b0b63760aa3fde5f214
ri_5a9db446a04e8c9669d4,RST004,DEEPSEEK_A_C02,API810_272,3,110,Physics,C02,A,DeepSeek,5961e5aed766245329b02a607427024c216fa5514991da62fa9f20795fd267ed,e1c07bcd5fe3f1dbc380bd648eb96f6df1c069d495904bf379a7807d38abd62d
ri_06d64f5f6439df937484,RST061,GLM_A_C21,API810_741,1,111,Geoscience,C21,A,Zhipu GLM,4880ec97be032be78601146cd6ddd6bc0068ee4c815d77438834fcddbac61a9e,e44ffa36b91b0663305c1db46dbba2161e2435e6f605ecc024a5649e584adf01
ri_a51644bcde3aa2a13d42,RST050,KIMI_B_C17,API810_587,1,112,Biology,C17,B,Moonshot Kimi,80c9a2f7e4c84980cf5c8f510f3df84191bfa9871b7f9344a3c32365b9964344,1fabe2df88f535a9cd8e0f96617961e864e9bc4e9ffa1e7e8ca51d794a1892e4
ri_ab4bcd45545b1040efda,RST047,mimo_B_C16,API810_496,3,113,Biology,C16,B,Mimo,55d480bedd9204d57c8b96566728d329f313a7e8d7eb72c68a64f1f45f7889d2,01fd5a7bd82942c4f034f1b3066102a01f6cf5f2d5c2e7195e9b0fa416104147
ri_291ce7b51f117629c989,RST071,GPT_B_C24,API810_684,3,114,Geoscience,C24,B,OpenAI GPT,6134b4ffa4f748555efd4de93c94cff5ba9d450ec410a4c783eb1fbcf34b25e9,3172929ce6a2f7dddb45bd62c704113f3c39c023ca4af3503de1fb37bf673890
ri_27ac8a51325873894128,RST012,Gemini_C_C04,API810_424,3,115,Physics,C04,C,Google Gemini,e84ffb0027c9978e1cffe9d762ccd7d106b59195c62072f355a8fe9106874dcc,07a45df02fa711c4b0169403b34f9b053b12ff84fc464640d198ad6eff855d06
ri_4a3e1af269f12c59d6c6,RST006,豆包_C_C02,API810_242,2,116,Physics,C02,C,ByteDance Doubao,d124841961e8a0ea1c7a92127397cce8021e79d4597ef253648df0566f49ef22,ab6ea011c4452b2a83f76a78a28aee79c20079d39aaf4b90e8dd3cf875c242e3
ri_1dcadd2b7424eb0ed52b,RST085,千问_A_C29,API810_029,3,117,Climate/Environment,C29,A,Alibaba Qwen,20337cc711fc466f189cb9665056280eb3f219e0e9ead8ec3fa8c804c65f0f27,e05f72645bbb63bd650b86fab171b54657f2418950757425420afe7d00eb86b1
ri_d672c7f23ab27c8c8f40,RST049,千问_A_C17,API810_017,2,118,Biology,C17,A,Alibaba Qwen,39fe4da99291449bdd382d343f97d6feaaf702bc87cf3fd591553717a9c67864,5fac6fb9b2f9582996e987b1c919a65ddf856a7ddab07e46053d91a45bdb0fc7
ri_fad49b80ccd872771f8b,RST071,GPT_B_C24,API810_684,2,119,Geoscience,C24,B,OpenAI GPT,6134b4ffa4f748555efd4de93c94cff5ba9d450ec410a4c783eb1fbcf34b25e9,3172929ce6a2f7dddb45bd62c704113f3c39c023ca4af3503de1fb37bf673890
ri_885c8ce164c3492dbf77,RST013,claude_A_C05,API810_095,1,120,Physics,C05,A,Anthropic Claude,7c69dcd4ddddfd60c5930b03d00f5fb94eb5837e5c637cb3a11a83d7d7654a7f,b267e5f3ab8cce4b0e86d1d41a3f9651829f612acbefcddf7dbcff1c34283132
ri_6852c3b3b5d25b106bf5,RST040,豆包_A_C14,API810_194,2,121,Biology,C14,A,ByteDance Doubao,c402a139197703fea3dc7e7bc809f932eaf2d16bdad924fbea3d5570beb6eea2,6988fafd51f62dc99960f1419d71b09a8ce47441d9bcf49420cc72b821ed93c8
ri_14ac00b82e7011ac16a2,RST087,mimo_C_C29,API810_539,3,122,Climate/Environment,C29,C,Mimo,30946cbbdff3413ce0b1824e2e9ff4844d1ee3dd24a2d6ca6e43ec93297a1a05,7eb4eb4803e4b8cc480ad3fa181a4301acc4809cbc438d4743a0b2d8e9e01339
ri_626c4812ce57bd4586ae,RST031,claude_A_C11,API810_101,3,123,Chemistry,C11,A,Anthropic Claude,31f7e952c93ba10ad39887dff22d31f586069bcc8fad8a914977c0ae0f10544d,5b3015a5323016a121dbb96a2a904d8d81b7b3885c271426d3cd4aede409a608
ri_60f001d7c4f49be39627,RST021,DEEPSEEK_C_C07,API810_337,2,124,Chemistry,C07,C,DeepSeek,3be892392b50203fd556268ea2954439843c1a2b1edb06402ffa5434fbba3318,c99edd79e9e559d234384406a6871bc52a0a7c0d79935c3e217809cc0f0cec01
ri_1c106da52b02877a26f2,RST020,千问_B_C07,API810_037,2,125,Chemistry,C07,B,Alibaba Qwen,5903ec1ccc227959a4e43721a03894c2cf9cc600e251bfd6f067708232499f7d,b76b3426ae3c956f37d43afc6f0f7a7cdefa9d4b76c23849c6636f9b23f4008e
ri_249980ef339639726610,RST076,GLM_A_C26,API810_746,1,126,Climate/Environment,C26,A,Zhipu GLM,1ba344a13169bc75355f452aaa508c36a29c4b99ae5b50e536ac98a4ab30e5d2,be7dd4efc38e6eb5fb8efad9bb8cfcaee3790eee41717325c084ca3bcb7eb3ec
ri_6f6d586340c0a80e1212,RST072,GLM_C_C24,API810_804,2,127,Geoscience,C24,C,Zhipu GLM,e81a67c5363be5e8b44371f35bcec6342325cafb6c3bbd5cbb4deeea923fcdd9,a662b42fdaf898aeef989fa5f605eda1bf8137da10cf0bfb46bf98c5a9e66ab8
ri_33be492a76243e88ac65,RST058,千问_A_C20,API810_020,2,128,Geoscience,C20,A,Alibaba Qwen,ddd3f679e97eb301cbcc1e8e13a0abd8e1353685c51674c5b09e39f3537ca023,356298ad4ff59ba11d7d93ecd86cb7f42c111f0f3d4c5433a135dd26977a84b3
ri_8ccd80edbc3790b2e227,RST055,DEEPSEEK_A_C19,API810_289,3,129,Geoscience,C19,A,DeepSeek,6f76eb8772596933f44ae62d7b781a543a505a8ea531928555a86cb9045cca9f,2e4b68c90f4c4508ac65abfce15b66c167fdc1917cba087c90f3369b6803c899
ri_e7ae6a01199d6b47dfab,RST028,DEEPSEEK_A_C10,API810_280,2,130,Chemistry,C10,A,DeepSeek,0204563ab9390301e75cf9cb0e38adf04dbd5870832e598215db689388d72744,04db3c30874bf66155038d9c95881451daf87270455cb1033af2430d590edc1c
ri_0a745ca9e77c7886c591,RST051,claude_C_C17,API810_167,1,131,Biology,C17,C,Anthropic Claude,d20feba413d3e7dc66139db4e253ad72ee5a65d4151494683b757cdfd3dfd18e,1d074063a17d5f6a8988757d3f3210d8e7bcb30f94e4f3d1eb802f96e2be1fd7
ri_85f954ccb6b53e48b577,RST067,豆包_A_C23,API810_203,3,132,Geoscience,C23,A,ByteDance Doubao,c151b464e6673fa391aea1567879682924697fbda729725b2d42e62b234418ef,dad9bd792dbefb592913deaeb651369edc9dd576a3b658f165e5b5e8c3a2d5e2
ri_1453d4bfb2b3a504e9cc,RST002,千问_B_C01,API810_031,2,133,Physics,C01,B,Alibaba Qwen,31765d9b255c92e038cc94997ee75354f0ae89eb461f81e208ee993995da9688,39ce96adf41a530d3b98ba8510abcb59ec17547ac33d8f777e4327debf871a69
ri_cc0aac3e034b7d0735d1,RST026,GLM_B_C09,API810_759,1,134,Chemistry,C09,B,Zhipu GLM,1eee74c8a0695f9b04cd78956608d3b50d3b82529c2ab29ea8d65b9b6f3f8ba8,c0f3f014c18ff8143b99f0e3546f7d963a374c366d37329500f85e12c6821a60
ri_149d8f476439bfeb6d9f,RST013,claude_A_C05,API810_095,3,135,Physics,C05,A,Anthropic Claude,7c69dcd4ddddfd60c5930b03d00f5fb94eb5837e5c637cb3a11a83d7d7654a7f,b267e5f3ab8cce4b0e86d1d41a3f9651829f612acbefcddf7dbcff1c34283132
ri_d67713b4bfbec55b73a6,RST070,Gemini_A_C24,API810_384,3,136,Geoscience,C24,A,Google Gemini,8ccdeb0292b43afc7ca80e32aca4c58cc2c3f629bd49e92466fb2119f2dfc6b5,d0bcc16e9d0815219d3b6f7c05b841e88bd03c5d1b4c2ec672630833b6e6c87a
ri_28ac97ef820453daead5,RST060,mimo_C_C20,API810_530,2,137,Geoscience,C20,C,Mimo,91350d948fb1c171b11dc4e35f5a146abd4750d2ebcdc865b99e2a00420f4ffd,6747197bd68671854cc1fcade53493a29802469df65c9be370b2346a0e0406e0
ri_1550424833c902ceb3e4,RST051,claude_C_C17,API810_167,3,138,Biology,C17,C,Anthropic Claude,d20feba413d3e7dc66139db4e253ad72ee5a65d4151494683b757cdfd3dfd18e,1d074063a17d5f6a8988757d3f3210d8e7bcb30f94e4f3d1eb802f96e2be1fd7
ri_da71419ba700764c8349,RST059,KIMI_B_C20,API810_590,2,139,Geoscience,C20,B,Moonshot Kimi,d0a12ba88c99e37ebbdfd1f812e56444b8da40ec6943add57fcb2a1af220c9ea,9a9747dbcdb306309ea4b272302a9a76f92a2c395de75584457c3d011edd8a73
ri_9964122ad3db0c6137f9,RST046,KIMI_A_C16,API810_556,2,140,Biology,C16,A,Moonshot Kimi,c6c0c70b8a2777d5fee336f141449fbe0f28fc4cf1b37a32bc9a2cf1b6c0f94a,252d7876cce1b52c39a5a46a4ef22263c06c24aefa7b476c44e144aff4d1f34c
ri_2d73a117d97765f869b8,RST058,千问_A_C20,API810_020,1,141,Geoscience,C20,A,Alibaba Qwen,ddd3f679e97eb301cbcc1e8e13a0abd8e1353685c51674c5b09e39f3537ca023,356298ad4ff59ba11d7d93ecd86cb7f42c111f0f3d4c5433a135dd26977a84b3
ri_c6cb04e17c0e43d3c141,RST087,mimo_C_C29,API810_539,1,142,Climate/Environment,C29,C,Mimo,30946cbbdff3413ce0b1824e2e9ff4844d1ee3dd24a2d6ca6e43ec93297a1a05,7eb4eb4803e4b8cc480ad3fa181a4301acc4809cbc438d4743a0b2d8e9e01339
ri_10fe7a1bac4bcf8d3b34,RST018,千问_C_C06,API810_066,1,143,Physics,C06,C,Alibaba Qwen,51e13339dffaed555562ef305a219a079ed77f664792476a9bbc2f3337e81cf1,25ce090691849554f13361f08e0aadb40e733d865b96a6d5a090183ca1c8ea47
ri_9a85eee3123b407b034d,RST017,GPT_B_C06,API810_666,2,144,Physics,C06,B,OpenAI GPT,f9d292f3167c9ba0f0c1a048487ac1bc381de28255ffb7abf3333ecb0e47f50e,1252545841b3a75756542eb24e11355bf09539feaa9e1061faa046fcd12cae0e
ri_92d219ce87fdac6464de,RST090,Gemini_C_C30,API810_450,1,145,Climate/Environment,C30,C,Google Gemini,0649d03d091bcd8ed3e7142434a8b4da318f3ef9b91c94a1a1252e63560f7497,b491e406d8f99101de7ed3952f4a39b8f38f87e67a1e8c8805aa30620757e810
ri_a294725a881e768948f6,RST065,mimo_B_C22,API810_502,1,146,Geoscience,C22,B,Mimo,2d5622688d15f2113388b2e717e3145fb8e1b01d977299c1da3530cbfe981e27,290017ba1b04877674efc829699a0731410f762494c1c42b24f8defb14e1db3e
ri_00b32674eea5c709545c,RST080,GLM_B_C27,API810_777,1,147,Climate/Environment,C27,B,Zhipu GLM,7310b381779e0307f8abbe390c7df5587e7f2c03c4e4a45050236db2042a5f08,0e21e87b00db3c8a0f0f1a86bc33ad985ec3db2c486698e3e34b479238bd6a60
ri_b41f719c69fefad06cad,RST033,KIMI_C_C11,API810_611,3,148,Chemistry,C11,C,Moonshot Kimi,659a9b10212e3bd92272b70477058c5c8554b0e9e4ca50d97c865b6d5557caba,d90cbd7bbf48dda24639d5825bdf718f46073376a546a21a04e9a0bdf5364e24
ri_6a634563e3671e562810,RST044,DEEPSEEK_B_C15,API810_315,3,149,Biology,C15,B,DeepSeek,e46b346746275fe58c60a7003841e44a9b9b4f8e8002c5e3d2dc410f97170664,e1627f347909626e8c675d01bf7f7352d849a3a9a30c6f36e5d86f16e7efb171
ri_579e9fcb0aedac7ceffa,RST058,千问_A_C20,API810_020,3,150,Geoscience,C20,A,Alibaba Qwen,ddd3f679e97eb301cbcc1e8e13a0abd8e1353685c51674c5b09e39f3537ca023,356298ad4ff59ba11d7d93ecd86cb7f42c111f0f3d4c5433a135dd26977a84b3
ri_74ac56f509eb401c2c72,RST057,千问_C_C19,API810_079,3,151,Geoscience,C19,C,Alibaba Qwen,b6087f69835176a8caf0f9b1b1672b8b411c49da95d51b2851cce3c987a993b8,d888cfeeb0124d28b11532dde305122182a40223ef2f0da2654cd0716e359a5c
ri_45c02778020f95480cd3,RST059,KIMI_B_C20,API810_590,1,152,Geoscience,C20,B,Moonshot Kimi,d0a12ba88c99e37ebbdfd1f812e56444b8da40ec6943add57fcb2a1af220c9ea,9a9747dbcdb306309ea4b272302a9a76f92a2c395de75584457c3d011edd8a73
ri_5e1cc72838fd89127ad2,RST020,千问_B_C07,API810_037,3,153,Chemistry,C07,B,Alibaba Qwen,5903ec1ccc227959a4e43721a03894c2cf9cc600e251bfd6f067708232499f7d,b76b3426ae3c956f37d43afc6f0f7a7cdefa9d4b76c23849c6636f9b23f4008e
ri_fcb289b7f82f6824b153,RST048,千问_C_C16,API810_076,3,154,Biology,C16,C,Alibaba Qwen,d714091faefc0354b9b5013d9838479adabccca67d71e42c578252b0e8f856f6,092a1ccfdf719bb2185a725d8a93f0176bec217e9f58847cf6bb9ad6406bec9a
ri_f893942acf99ad0527fa,RST019,GPT_A_C07,API810_637,3,155,Chemistry,C07,A,OpenAI GPT,6898a68d48681ce6605cdf5b981f9dbcff715a4510b92e7a7cb29440dfeb9d35,b28673f87fd5bb929379ecaf4e4b000ccbe29e82a13c08a2ca811647ec0f637d
ri_227cb8adc39ddfaba419,RST008,mimo_B_C03,API810_483,1,156,Physics,C03,B,Mimo,47228c2c6a790f8784c94d4e4a718a57d28049aef2529e265e92e73dbd91abec,b39a06281289fffe075e9f2742c452d67a19046c0121ce2c601ecde54be018f8
ri_aaee60e11a45a45cc6d8,RST072,GLM_C_C24,API810_804,1,157,Geoscience,C24,C,Zhipu GLM,e81a67c5363be5e8b44371f35bcec6342325cafb6c3bbd5cbb4deeea923fcdd9,a662b42fdaf898aeef989fa5f605eda1bf8137da10cf0bfb46bf98c5a9e66ab8
ri_7223281396701e2d4391,RST068,Gemini_B_C23,API810_413,2,158,Geoscience,C23,B,Google Gemini,9fc712fb4be0749bb9fb03d78b011f664940ab6213ff2f5813dd19ae78b2ca84,55bc098c0ef3feaaf991099f2ed34b99b010778667fe4ef0f47ac968b3eaa349
ri_9e311dd5cdf164d7c782,RST003,KIMI_C_C01,API810_601,3,159,Physics,C01,C,Moonshot Kimi,06fa897cdba578e7132effab76e19c2eabf8a9e846132a60f71ab8306ef70037,be1238fd31b0e0615ea12157a78ddbbf3fe49503bb0d76c185c21a8aec11123d
ri_78b85910697485ff9837,RST016,Gemini_A_C06,API810_366,3,160,Physics,C06,A,Google Gemini,abccc412924cf69aa7156319c0c3e5840d4576529007fba2c3085634e169faed,51f15c45c582bc6279d5bc6887dc4cca8bb83ba9889c108f176cfd555516bdef
ri_0246266c6c626f31132a,RST063,claude_C_C21,API810_171,1,161,Geoscience,C21,C,Anthropic Claude,1923d4ff3ea4d64c144d8f2208f0bcc794e0fe840bd3074a0f6c6e730d91503e,02413a5e636a6a74aa9cdd2e291e60f9edd2aceed0f12adac5dba8cb94481583
ri_21f90296706236f98dbc,RST028,DEEPSEEK_A_C10,API810_280,1,162,Chemistry,C10,A,DeepSeek,0204563ab9390301e75cf9cb0e38adf04dbd5870832e598215db689388d72744,04db3c30874bf66155038d9c95881451daf87270455cb1033af2430d590edc1c
ri_65f75b27df9d490cff82,RST055,DEEPSEEK_A_C19,API810_289,1,163,Geoscience,C19,A,DeepSeek,6f76eb8772596933f44ae62d7b781a543a505a8ea531928555a86cb9045cca9f,2e4b68c90f4c4508ac65abfce15b66c167fdc1917cba087c90f3369b6803c899
ri_4a64f56fb2fd8c4efe8a,RST004,DEEPSEEK_A_C02,API810_272,1,164,Physics,C02,A,DeepSeek,5961e5aed766245329b02a607427024c216fa5514991da62fa9f20795fd267ed,e1c07bcd5fe3f1dbc380bd648eb96f6df1c069d495904bf379a7807d38abd62d
ri_25f298b0a26bfc8fa083,RST016,Gemini_A_C06,API810_366,2,165,Physics,C06,A,Google Gemini,abccc412924cf69aa7156319c0c3e5840d4576529007fba2c3085634e169faed,51f15c45c582bc6279d5bc6887dc4cca8bb83ba9889c108f176cfd555516bdef
ri_93afe8e49e3e1afd4e55,RST085,千问_A_C29,API810_029,2,166,Climate/Environment,C29,A,Alibaba Qwen,20337cc711fc466f189cb9665056280eb3f219e0e9ead8ec3fa8c804c65f0f27,e05f72645bbb63bd650b86fab171b54657f2418950757425420afe7d00eb86b1
ri_77e7a4a8ad09bb2148cf,RST001,mimo_A_C01,API810_451,3,167,Physics,C01,A,Mimo,3ee9179dcb531f2cd86e5ea3485178bd97426d2e62adc1246e72e1e5c217ac12,786c85e253bcbaadeee279011f9ca7763463161fcec72c01cf030da08d69cdac
ri_398d752a18c2f017208d,RST057,千问_C_C19,API810_079,2,168,Geoscience,C19,C,Alibaba Qwen,b6087f69835176a8caf0f9b1b1672b8b411c49da95d51b2851cce3c987a993b8,d888cfeeb0124d28b11532dde305122182a40223ef2f0da2654cd0716e359a5c
ri_63d4694f28239eb511b8,RST005,claude_B_C02,API810_122,1,169,Physics,C02,B,Anthropic Claude,c59c757ee5e777c4d3503d19d0ba3c5a17006dc5b5cdb08e66f0ab32d4c5e39f,be95b017f5fa65b1ba236bb3cca571c84552f7b3f6f4bdd33bf458e6dd005246
ri_8b3f5e0465bff3d88f86,RST042,mimo_C_C14,API810_524,3,170,Biology,C14,C,Mimo,ba06d060edd70de1e7657a51fc75d85b0bbd3215db68bed8441aabaed5bdd066,0d5bc76183480610ac23249201eb28b5c97c2417ec292ccbe7063ae14dd8ed19
ri_55cbac6a1c6d940b9a70,RST054,GLM_C_C18,API810_798,1,171,Biology,C18,C,Zhipu GLM,2b649c43837a157985ca2638a3f2c87f5f99cb2f0b1b1da4a76e4f0f87a2cae2,1238e5ae61aed34ed3a7eac4fa2574a6b08f3466d07cada167c4e97cb2a12684
ri_55d4ae5aa1f95d9f13d7,RST081,KIMI_C_C27,API810_627,2,172,Climate/Environment,C27,C,Moonshot Kimi,c9d545b872014e38881f5567cf6acc93d43135a865802cdfa9010d093ecc5b71,c79630f0e642fe0938a20d4acf521e0ce5e4677e01399af0b59b3e00bbca020a
ri_6fc464d4f5c64a549108,RST028,DEEPSEEK_A_C10,API810_280,3,173,Chemistry,C10,A,DeepSeek,0204563ab9390301e75cf9cb0e38adf04dbd5870832e598215db689388d72744,04db3c30874bf66155038d9c95881451daf87270455cb1033af2430d590edc1c
ri_db429b5476d0ac071049,RST003,KIMI_C_C01,API810_601,1,174,Physics,C01,C,Moonshot Kimi,06fa897cdba578e7132effab76e19c2eabf8a9e846132a60f71ab8306ef70037,be1238fd31b0e0615ea12157a78ddbbf3fe49503bb0d76c185c21a8aec11123d
ri_c04bacb6586fa9d03ab8,RST017,GPT_B_C06,API810_666,3,175,Physics,C06,B,OpenAI GPT,f9d292f3167c9ba0f0c1a048487ac1bc381de28255ffb7abf3333ecb0e47f50e,1252545841b3a75756542eb24e11355bf09539feaa9e1061faa046fcd12cae0e
ri_4ded097380a98748b59f,RST037,Gemini_A_C13,API810_373,3,176,Biology,C13,A,Google Gemini,7f2eda7386f6f6a08e693860e9c2b7869cb9fd36fadb8393ba3ed63d57a44fa0,415f86fd7a34e9bd3d15dc2c419003340b741e5c65b88dfac4e211ea79f880c1
ri_b40e1d7b5314aea3ce9a,RST017,GPT_B_C06,API810_666,1,177,Physics,C06,B,OpenAI GPT,f9d292f3167c9ba0f0c1a048487ac1bc381de28255ffb7abf3333ecb0e47f50e,1252545841b3a75756542eb24e11355bf09539feaa9e1061faa046fcd12cae0e
ri_338dafcff46b040676d2,RST056,claude_B_C19,API810_139,2,178,Geoscience,C19,B,Anthropic Claude,7d074389d2bfdb96bb422d6fb247b68f4a010218452ac70a95f85e3c64223dbc,4342e866611715aa14bc044366df4a556bc3c040994b8a6e891e109b20206ca9
ri_bd623a463b50cc3bf610,RST071,GPT_B_C24,API810_684,1,179,Geoscience,C24,B,OpenAI GPT,6134b4ffa4f748555efd4de93c94cff5ba9d450ec410a4c783eb1fbcf34b25e9,3172929ce6a2f7dddb45bd62c704113f3c39c023ca4af3503de1fb37bf673890
ri_a77af7758be8a7c1d9df,RST082,claude_A_C28,API810_118,3,180,Climate/Environment,C28,A,Anthropic Claude,8ad2380daf446db580b38e1df6f31ca33648907f9f22fcbcf27948e98ca7d9b7,d436bc749cfbb37626b40253cc8599a0f5d795fc7989df71178482ccff8fd6db
ri_4abf0772c3e17b65390b,RST083,豆包_B_C28,API810_238,1,181,Climate/Environment,C28,B,ByteDance Doubao,5c6819db7f1d108ad0d297b5b142f7ebce397f549f410d964654a62665d2f45b,c99c8e75c04cc94a5fbfb3f95d56a1239d7a4483abb91febaeb51e2a2cc4c578
ri_f4e48da26e76089eae2e,RST038,GPT_B_C13,API810_673,3,182,Biology,C13,B,OpenAI GPT,633beeea61eee1fce389f9aa0802bb2be8610d8ea82c527e4186605f00bac130,21a6ddf558571694ed68a037109ab21c8a44893e64f92673ae9cdcaf6dd3b97b
ri_8c4474d997cbb6ec04ff,RST088,GPT_A_C30,API810_660,1,183,Climate/Environment,C30,A,OpenAI GPT,7d55b7238f7397d3e7f2804e8a347b137448efcb426cccd5c1a37bfc88bd65b1,d13127f70ae9e4ab6ada6a71c00b472c6359d3ff1b367b1dcd8dad4f17372787
ri_da55d6e7bd94ddec2d8b,RST086,DEEPSEEK_B_C29,API810_329,1,184,Climate/Environment,C29,B,DeepSeek,b10cc419edfdde63da0a0169c0b1d882f69b71aacb1b321fc5b32ddff6637c8f,ca56065905e9b85ca9d3b592af76f73120da4b0d3648fa5225b5bce4299fc979
ri_41abf7f4b0260a1e37b3,RST032,豆包_B_C11,API810_221,3,185,Chemistry,C11,B,ByteDance Doubao,64352c65e6102db63fae1e8410d43b72990b3d419379a78a0360b6df644369a9,13b1fa5592eeddc369073dd3d541c31e5c6a0b543e5d095fc63039798a058de2
ri_fc0cc1b05309516610e1,RST024,豆包_C_C08,API810_248,1,186,Chemistry,C08,C,ByteDance Doubao,8cbbefde1431a2fa9f07a88eb519f91770eaff2063d66c9a3b6aa3288fd8e026,d03a35904f51092a41bd622e4b808d0240d89d3c5f69fb506445ff3259ebd7f3
ri_4ba4cfa8500dceb27821,RST084,DEEPSEEK_C_C28,API810_358,2,187,Climate/Environment,C28,C,DeepSeek,d276ae40743e08bdd08cdb5786ce63ce2e9a6a8019611b30b631caeb10c4c972,6c3294f9ebe28debd6831f440ea39266c5fdb9b0e852ecd3e4770d3467c8532f
ri_7926a44c4df1afdd51c8,RST039,豆包_C_C13,API810_253,3,188,Biology,C13,C,ByteDance Doubao,7dc55295521da2a33b9281e796dcfe03155a638c8f2a2fb040620163a21f569e,d5ed6cafc0cf6a7d9652a2de046342b1e61e1e66365710b09bcbc115ffae6684
ri_824362fc6d55954be8c5,RST049,千问_A_C17,API810_017,1,189,Biology,C17,A,Alibaba Qwen,39fe4da99291449bdd382d343f97d6feaaf702bc87cf3fd591553717a9c67864,5fac6fb9b2f9582996e987b1c919a65ddf856a7ddab07e46053d91a45bdb0fc7
ri_a65e378282a481c81499,RST035,claude_B_C12,API810_132,2,190,Chemistry,C12,B,Anthropic Claude,1c813baed2ff8877a23e6ebe325e295826a87efe9ae00dcbae6fcd5e61bfbda7,bce84c90a8b85b7745f3066c31913ef2e0b9231d056ba1467a2ede6be7bdd008
ri_2525475affad01ce958b,RST037,Gemini_A_C13,API810_373,1,191,Biology,C13,A,Google Gemini,7f2eda7386f6f6a08e693860e9c2b7869cb9fd36fadb8393ba3ed63d57a44fa0,415f86fd7a34e9bd3d15dc2c419003340b741e5c65b88dfac4e211ea79f880c1
