source_stimulus_id,concept_id,domain,task_type,generator,replicate_index,dimension,n_judges_valid,fixed_9_complete,panel_mean,panel_median,panel_trimmed_one_each_tail,no_self_n_judges_valid,no_self_complete,panel_no_self_mean
RST014,C05,Physics,B,Zhipu GLM,1,tf,9,True,3.3333333333333335,4.0,3.4285714285714284,8,True,3.25
RST014,C05,Physics,B,Zhipu GLM,1,mq,9,True,3.4444444444444446,3.0,3.4285714285714284,8,True,3.25
RST014,C05,Physics,B,Zhipu GLM,1,risk,9,True,2.5555555555555554,2.0,2.5714285714285716,8,True,2.75
RST014,C05,Physics,B,Zhipu GLM,2,fa,9,True,3.2222222222222223,3.0,3.2857142857142856,8,True,3.25
RST014,C05,Physics,B,Zhipu GLM,2,cc,9,True,2.2222222222222223,2.0,2.2857142857142856,8,True,2.125
RST014,C05,Physics,B,Zhipu GLM,2,lc,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.75
RST014,C05,Physics,B,Zhipu GLM,2,tf,9,True,3.3333333333333335,3.0,3.4285714285714284,8,True,3.375
RST014,C05,Physics,B,Zhipu GLM,2,mq,9,True,3.2222222222222223,3.0,3.2857142857142856,8,True,3.25
RST014,C05,Physics,B,Zhipu GLM,2,risk,9,True,2.5555555555555554,2.0,2.4285714285714284,8,True,2.5
RST014,C05,Physics,B,Zhipu GLM,3,fa,9,True,3.2222222222222223,3.0,3.2857142857142856,8,True,3.0
RST014,C05,Physics,B,Zhipu GLM,3,cc,9,True,2.2222222222222223,2.0,2.2857142857142856,8,True,2.125
RST014,C05,Physics,B,Zhipu GLM,3,lc,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,3.625
RST014,C05,Physics,B,Zhipu GLM,3,tf,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.0
RST014,C05,Physics,B,Zhipu GLM,3,mq,9,True,3.0,3.0,3.0,8,True,2.75
RST014,C05,Physics,B,Zhipu GLM,3,risk,9,True,2.2222222222222223,2.0,2.142857142857143,8,True,2.375
RST015,C05,Physics,C,DeepSeek,1,fa,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.625
RST015,C05,Physics,C,DeepSeek,1,cc,9,True,3.2222222222222223,3.0,3.2857142857142856,8,True,3.375
RST015,C05,Physics,C,DeepSeek,1,lc,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.125
RST015,C05,Physics,C,DeepSeek,1,tf,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.875
RST015,C05,Physics,C,DeepSeek,1,mq,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.25
RST015,C05,Physics,C,DeepSeek,1,risk,9,True,1.5555555555555556,1.0,1.4285714285714286,8,True,1.5
RST015,C05,Physics,C,DeepSeek,2,fa,9,True,4.111111111111111,4.0,4.285714285714286,8,True,4.25
RST015,C05,Physics,C,DeepSeek,2,cc,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.25
RST015,C05,Physics,C,DeepSeek,2,lc,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.125
RST015,C05,Physics,C,DeepSeek,2,tf,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.625
RST015,C05,Physics,C,DeepSeek,2,mq,9,True,4.0,4.0,4.0,8,True,4.125
RST015,C05,Physics,C,DeepSeek,2,risk,9,True,1.7777777777777777,2.0,1.7142857142857142,8,True,1.75
RST015,C05,Physics,C,DeepSeek,3,fa,9,True,4.0,4.0,4.0,8,True,4.0
RST015,C05,Physics,C,DeepSeek,3,cc,9,True,3.0,3.0,3.0,8,True,3.0
RST015,C05,Physics,C,DeepSeek,3,lc,9,True,4.0,4.0,4.0,8,True,4.0
RST015,C05,Physics,C,DeepSeek,3,tf,9,True,4.666666666666667,5.0,4.714285714285714,8,True,4.625
RST015,C05,Physics,C,DeepSeek,3,mq,9,True,4.0,4.0,4.0,8,True,4.0
RST015,C05,Physics,C,DeepSeek,3,risk,9,True,2.0,2.0,2.0,8,True,2.0
RST016,C06,Physics,A,Google Gemini,1,fa,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST016,C06,Physics,A,Google Gemini,1,cc,9,True,3.4444444444444446,3.0,3.4285714285714284,8,True,3.375
RST016,C06,Physics,A,Google Gemini,1,lc,9,True,4.666666666666667,5.0,4.857142857142857,8,True,4.625
RST016,C06,Physics,A,Google Gemini,1,tf,9,True,4.222222222222222,5.0,4.428571428571429,8,True,4.125
RST016,C06,Physics,A,Google Gemini,1,mq,9,True,4.444444444444445,5.0,4.714285714285714,8,True,4.375
RST016,C06,Physics,A,Google Gemini,1,risk,9,True,1.5555555555555556,1.0,1.2857142857142858,8,True,1.625
RST016,C06,Physics,A,Google Gemini,2,fa,9,True,4.666666666666667,5.0,4.714285714285714,8,True,4.625
RST016,C06,Physics,A,Google Gemini,2,cc,9,True,3.6666666666666665,3.0,3.5714285714285716,8,True,3.625
RST016,C06,Physics,A,Google Gemini,2,lc,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.375
RST016,C06,Physics,A,Google Gemini,2,tf,9,True,4.222222222222222,4.0,4.285714285714286,8,True,4.125
RST016,C06,Physics,A,Google Gemini,2,mq,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.25
RST016,C06,Physics,A,Google Gemini,2,risk,9,True,1.7777777777777777,2.0,1.7142857142857142,8,True,1.875
RST016,C06,Physics,A,Google Gemini,3,fa,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.5
RST016,C06,Physics,A,Google Gemini,3,cc,9,True,3.3333333333333335,3.0,3.2857142857142856,8,True,3.375
RST016,C06,Physics,A,Google Gemini,3,lc,9,True,4.444444444444445,5.0,4.714285714285714,8,True,4.375
RST016,C06,Physics,A,Google Gemini,3,tf,9,True,4.333333333333333,5.0,4.571428571428571,8,True,4.375
RST016,C06,Physics,A,Google Gemini,3,mq,9,True,4.444444444444445,5.0,4.714285714285714,8,True,4.375
RST016,C06,Physics,A,Google Gemini,3,risk,9,True,1.7777777777777777,1.0,1.5714285714285714,8,True,1.75
RST017,C06,Physics,B,OpenAI GPT,1,fa,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.875
RST017,C06,Physics,B,OpenAI GPT,1,cc,9,True,3.0,3.0,3.0,8,True,3.0
RST017,C06,Physics,B,OpenAI GPT,1,lc,9,True,4.777777777777778,5.0,5.0,8,True,4.75
RST017,C06,Physics,B,OpenAI GPT,1,tf,9,True,4.222222222222222,5.0,4.428571428571429,8,True,4.25
RST017,C06,Physics,B,OpenAI GPT,1,mq,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.5
RST017,C06,Physics,B,OpenAI GPT,1,risk,9,True,1.4444444444444444,1.0,1.2857142857142858,8,True,1.375
RST017,C06,Physics,B,OpenAI GPT,2,fa,9,True,4.666666666666667,5.0,4.857142857142857,8,True,4.625
RST017,C06,Physics,B,OpenAI GPT,2,cc,9,True,2.6666666666666665,3.0,2.7142857142857144,8,True,2.625
RST017,C06,Physics,B,OpenAI GPT,2,lc,9,True,4.666666666666667,5.0,4.857142857142857,8,True,4.625
RST017,C06,Physics,B,OpenAI GPT,2,tf,9,True,4.222222222222222,5.0,4.428571428571429,8,True,4.125
RST017,C06,Physics,B,OpenAI GPT,2,mq,9,True,4.111111111111111,4.0,4.285714285714286,8,True,4.125
RST017,C06,Physics,B,OpenAI GPT,2,risk,9,True,1.7777777777777777,2.0,1.5714285714285714,8,True,1.75
RST017,C06,Physics,B,OpenAI GPT,3,fa,9,True,4.0,5.0,4.285714285714286,8,True,4.0
RST017,C06,Physics,B,OpenAI GPT,3,cc,9,True,2.6666666666666665,3.0,2.7142857142857144,8,True,2.625
RST017,C06,Physics,B,OpenAI GPT,3,lc,9,True,4.222222222222222,5.0,4.571428571428571,8,True,4.125
RST017,C06,Physics,B,OpenAI GPT,3,tf,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,3.5
RST017,C06,Physics,B,OpenAI GPT,3,mq,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,3.625
RST017,C06,Physics,B,OpenAI GPT,3,risk,9,True,1.5555555555555556,1.0,1.4285714285714286,8,True,1.5
RST018,C06,Physics,C,Alibaba Qwen,1,fa,9,True,4.0,4.0,4.285714285714286,8,True,3.875
RST018,C06,Physics,C,Alibaba Qwen,1,cc,9,True,3.0,3.0,3.142857142857143,8,True,2.875
RST018,C06,Physics,C,Alibaba Qwen,1,lc,9,True,4.0,5.0,4.285714285714286,8,True,3.875
RST018,C06,Physics,C,Alibaba Qwen,1,tf,9,True,4.444444444444445,5.0,4.857142857142857,8,True,4.375
RST018,C06,Physics,C,Alibaba Qwen,1,mq,9,True,3.5555555555555554,4.0,3.7142857142857144,8,True,3.375
RST018,C06,Physics,C,Alibaba Qwen,1,risk,9,True,1.7777777777777777,2.0,1.7142857142857142,8,True,1.875
RST018,C06,Physics,C,Alibaba Qwen,2,fa,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.0
RST018,C06,Physics,C,Alibaba Qwen,2,cc,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.0
RST018,C06,Physics,C,Alibaba Qwen,2,lc,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.375
RST018,C06,Physics,C,Alibaba Qwen,2,tf,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST018,C06,Physics,C,Alibaba Qwen,2,mq,9,True,3.4444444444444446,3.0,3.4285714285714284,8,True,3.25
RST018,C06,Physics,C,Alibaba Qwen,2,risk,9,True,2.0,2.0,2.0,8,True,2.125
RST018,C06,Physics,C,Alibaba Qwen,3,fa,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,3.5
RST018,C06,Physics,C,Alibaba Qwen,3,cc,9,True,2.7777777777777777,3.0,2.857142857142857,8,True,2.625
RST018,C06,Physics,C,Alibaba Qwen,3,lc,9,True,4.111111111111111,5.0,4.428571428571429,8,True,4.0
RST018,C06,Physics,C,Alibaba Qwen,3,tf,9,True,4.222222222222222,5.0,4.571428571428571,8,True,4.125
RST018,C06,Physics,C,Alibaba Qwen,3,mq,9,True,3.3333333333333335,3.0,3.4285714285714284,8,True,3.125
RST018,C06,Physics,C,Alibaba Qwen,3,risk,9,True,2.0,2.0,2.0,8,True,2.125
RST019,C07,Chemistry,A,OpenAI GPT,1,fa,9,True,5.0,5.0,5.0,8,True,5.0
RST019,C07,Chemistry,A,OpenAI GPT,1,cc,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.0
RST019,C07,Chemistry,A,OpenAI GPT,1,lc,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST019,C07,Chemistry,A,OpenAI GPT,1,tf,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST019,C07,Chemistry,A,OpenAI GPT,1,mq,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST019,C07,Chemistry,A,OpenAI GPT,1,risk,9,True,1.1111111111111112,1.0,1.0,8,True,1.125
RST019,C07,Chemistry,A,OpenAI GPT,2,fa,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST019,C07,Chemistry,A,OpenAI GPT,2,cc,9,True,3.6666666666666665,3.0,3.5714285714285716,8,True,3.625
RST019,C07,Chemistry,A,OpenAI GPT,2,lc,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST019,C07,Chemistry,A,OpenAI GPT,2,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST019,C07,Chemistry,A,OpenAI GPT,2,mq,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST019,C07,Chemistry,A,OpenAI GPT,2,risk,9,True,1.1111111111111112,1.0,1.0,8,True,1.125
RST019,C07,Chemistry,A,OpenAI GPT,3,fa,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST019,C07,Chemistry,A,OpenAI GPT,3,cc,9,True,3.888888888888889,4.0,3.857142857142857,8,True,3.875
RST019,C07,Chemistry,A,OpenAI GPT,3,lc,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST019,C07,Chemistry,A,OpenAI GPT,3,tf,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST019,C07,Chemistry,A,OpenAI GPT,3,mq,9,True,4.666666666666667,5.0,4.714285714285714,8,True,4.625
RST019,C07,Chemistry,A,OpenAI GPT,3,risk,9,True,1.2222222222222223,1.0,1.1428571428571428,8,True,1.25
RST020,C07,Chemistry,B,Alibaba Qwen,1,fa,9,True,2.7777777777777777,3.0,2.7142857142857144,8,True,2.875
RST020,C07,Chemistry,B,Alibaba Qwen,1,cc,9,True,2.111111111111111,2.0,2.142857142857143,8,True,2.125
RST020,C07,Chemistry,B,Alibaba Qwen,1,lc,9,True,3.5555555555555554,4.0,3.5714285714285716,8,True,3.625
RST020,C07,Chemistry,B,Alibaba Qwen,1,tf,9,True,3.2222222222222223,3.0,3.2857142857142856,8,True,3.25
RST020,C07,Chemistry,B,Alibaba Qwen,1,mq,9,True,2.111111111111111,2.0,2.0,8,True,2.125
RST020,C07,Chemistry,B,Alibaba Qwen,1,risk,9,True,3.3333333333333335,3.0,3.4285714285714284,8,True,3.25
RST020,C07,Chemistry,B,Alibaba Qwen,2,fa,9,True,2.888888888888889,3.0,2.857142857142857,8,True,3.0
RST020,C07,Chemistry,B,Alibaba Qwen,2,cc,9,True,2.2222222222222223,2.0,2.2857142857142856,8,True,2.25
RST020,C07,Chemistry,B,Alibaba Qwen,2,lc,9,True,3.4444444444444446,4.0,3.5714285714285716,8,True,3.5
RST020,C07,Chemistry,B,Alibaba Qwen,2,tf,9,True,3.111111111111111,3.0,3.142857142857143,8,True,3.25
RST020,C07,Chemistry,B,Alibaba Qwen,2,mq,9,True,2.4444444444444446,2.0,2.4285714285714284,8,True,2.5
RST020,C07,Chemistry,B,Alibaba Qwen,2,risk,9,True,3.3333333333333335,3.0,3.2857142857142856,8,True,3.25
RST020,C07,Chemistry,B,Alibaba Qwen,3,fa,9,True,2.6666666666666665,3.0,2.7142857142857144,8,True,2.75
RST020,C07,Chemistry,B,Alibaba Qwen,3,cc,9,True,2.0,2.0,2.0,8,True,2.0
RST020,C07,Chemistry,B,Alibaba Qwen,3,lc,9,True,3.3333333333333335,4.0,3.4285714285714284,8,True,3.375
RST020,C07,Chemistry,B,Alibaba Qwen,3,tf,9,True,2.6666666666666665,3.0,2.857142857142857,8,True,2.625
RST020,C07,Chemistry,B,Alibaba Qwen,3,mq,9,True,2.111111111111111,2.0,2.0,8,True,2.125
RST020,C07,Chemistry,B,Alibaba Qwen,3,risk,9,True,3.3333333333333335,4.0,3.4285714285714284,8,True,3.25
RST021,C07,Chemistry,C,DeepSeek,1,fa,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.375
RST021,C07,Chemistry,C,DeepSeek,1,cc,9,True,3.5555555555555554,3.0,3.4285714285714284,8,True,3.5
RST021,C07,Chemistry,C,DeepSeek,1,lc,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST021,C07,Chemistry,C,DeepSeek,1,tf,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST021,C07,Chemistry,C,DeepSeek,1,mq,9,True,4.222222222222222,5.0,4.285714285714286,8,True,4.125
RST021,C07,Chemistry,C,DeepSeek,1,risk,9,True,1.5555555555555556,1.0,1.4285714285714286,8,True,1.625
RST021,C07,Chemistry,C,DeepSeek,2,fa,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.25
RST021,C07,Chemistry,C,DeepSeek,2,cc,9,True,3.6666666666666665,4.0,3.7142857142857144,8,True,3.625
RST021,C07,Chemistry,C,DeepSeek,2,lc,9,True,4.777777777777778,5.0,5.0,8,True,4.75
RST021,C07,Chemistry,C,DeepSeek,2,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST021,C07,Chemistry,C,DeepSeek,2,mq,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.25
RST021,C07,Chemistry,C,DeepSeek,2,risk,9,True,1.6666666666666667,1.0,1.5714285714285714,8,True,1.75
RST021,C07,Chemistry,C,DeepSeek,3,fa,9,True,4.222222222222222,4.0,4.285714285714286,8,True,4.25
RST021,C07,Chemistry,C,DeepSeek,3,cc,9,True,3.0,3.0,3.0,8,True,3.0
RST021,C07,Chemistry,C,DeepSeek,3,lc,9,True,4.666666666666667,5.0,4.857142857142857,8,True,4.625
RST021,C07,Chemistry,C,DeepSeek,3,tf,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.5
RST021,C07,Chemistry,C,DeepSeek,3,mq,9,True,4.222222222222222,4.0,4.285714285714286,8,True,4.25
RST021,C07,Chemistry,C,DeepSeek,3,risk,9,True,1.6666666666666667,1.0,1.5714285714285714,8,True,1.75
RST022,C08,Chemistry,A,Google Gemini,1,fa,9,True,4.444444444444445,5.0,4.571428571428571,8,True,4.375
RST022,C08,Chemistry,A,Google Gemini,1,cc,9,True,2.888888888888889,3.0,2.857142857142857,8,True,2.75
RST022,C08,Chemistry,A,Google Gemini,1,lc,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST022,C08,Chemistry,A,Google Gemini,1,tf,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.625
RST022,C08,Chemistry,A,Google Gemini,1,mq,9,True,3.3333333333333335,3.0,3.4285714285714284,8,True,3.125
RST022,C08,Chemistry,A,Google Gemini,1,risk,9,True,2.0,2.0,2.0,8,True,2.125
RST022,C08,Chemistry,A,Google Gemini,2,fa,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.25
RST022,C08,Chemistry,A,Google Gemini,2,cc,9,True,2.7777777777777777,3.0,2.7142857142857144,8,True,2.625
RST022,C08,Chemistry,A,Google Gemini,2,lc,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST022,C08,Chemistry,A,Google Gemini,2,tf,9,True,3.3333333333333335,3.0,3.2857142857142856,8,True,3.125
RST022,C08,Chemistry,A,Google Gemini,2,mq,9,True,2.7777777777777777,3.0,2.7142857142857144,8,True,2.5
RST022,C08,Chemistry,A,Google Gemini,2,risk,9,True,2.3333333333333335,2.0,2.2857142857142856,8,True,2.5
RST022,C08,Chemistry,A,Google Gemini,3,fa,9,True,4.333333333333333,5.0,4.428571428571429,8,True,4.25
RST022,C08,Chemistry,A,Google Gemini,3,cc,9,True,2.888888888888889,3.0,2.857142857142857,8,True,2.75
RST022,C08,Chemistry,A,Google Gemini,3,lc,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST022,C08,Chemistry,A,Google Gemini,3,tf,9,True,3.5555555555555554,3.0,3.5714285714285716,8,True,3.375
RST022,C08,Chemistry,A,Google Gemini,3,mq,9,True,3.0,3.0,2.857142857142857,8,True,2.75
RST022,C08,Chemistry,A,Google Gemini,3,risk,9,True,1.8888888888888888,2.0,1.8571428571428572,8,True,2.0
RST023,C08,Chemistry,B,Mimo,1,fa,9,True,4.0,4.0,4.0,8,True,3.875
RST023,C08,Chemistry,B,Mimo,1,cc,9,True,2.4444444444444446,2.0,2.4285714285714284,8,True,2.25
RST023,C08,Chemistry,B,Mimo,1,lc,9,True,4.222222222222222,4.0,4.428571428571429,8,True,4.125
RST023,C08,Chemistry,B,Mimo,1,tf,9,True,3.4444444444444446,3.0,3.4285714285714284,8,True,3.25
RST023,C08,Chemistry,B,Mimo,1,mq,9,True,3.6666666666666665,4.0,3.7142857142857144,8,True,3.5
RST023,C08,Chemistry,B,Mimo,1,risk,9,True,2.2222222222222223,2.0,2.142857142857143,8,True,2.375
RST023,C08,Chemistry,B,Mimo,2,fa,9,True,3.5555555555555554,4.0,3.5714285714285716,8,True,3.625
RST023,C08,Chemistry,B,Mimo,2,cc,9,True,2.2222222222222223,2.0,2.2857142857142856,8,True,2.25
RST023,C08,Chemistry,B,Mimo,2,lc,9,True,4.0,4.0,4.0,8,True,4.0
RST023,C08,Chemistry,B,Mimo,2,tf,9,True,3.3333333333333335,4.0,3.4285714285714284,8,True,3.25
RST023,C08,Chemistry,B,Mimo,2,mq,9,True,3.2222222222222223,3.0,3.142857142857143,8,True,3.25
RST023,C08,Chemistry,B,Mimo,2,risk,9,True,2.3333333333333335,2.0,2.142857142857143,8,True,2.375
RST023,C08,Chemistry,B,Mimo,3,fa,9,True,3.6666666666666665,4.0,3.5714285714285716,8,True,3.75
RST023,C08,Chemistry,B,Mimo,3,cc,9,True,2.2222222222222223,2.0,2.2857142857142856,8,True,2.25
RST023,C08,Chemistry,B,Mimo,3,lc,9,True,4.0,4.0,4.0,8,True,4.0
RST023,C08,Chemistry,B,Mimo,3,tf,9,True,3.111111111111111,3.0,3.0,8,True,3.25
RST023,C08,Chemistry,B,Mimo,3,mq,9,True,3.2222222222222223,3.0,3.142857142857143,8,True,3.375
RST023,C08,Chemistry,B,Mimo,3,risk,9,True,2.111111111111111,2.0,2.0,8,True,2.125
RST024,C08,Chemistry,C,ByteDance Doubao,1,fa,9,True,4.333333333333333,5.0,4.714285714285714,8,True,4.25
RST024,C08,Chemistry,C,ByteDance Doubao,1,cc,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,3.75
RST024,C08,Chemistry,C,ByteDance Doubao,1,lc,9,True,4.333333333333333,5.0,4.714285714285714,8,True,4.25
RST024,C08,Chemistry,C,ByteDance Doubao,1,tf,9,True,4.444444444444445,5.0,4.857142857142857,8,True,4.375
RST024,C08,Chemistry,C,ByteDance Doubao,1,mq,9,True,4.222222222222222,5.0,4.571428571428571,8,True,4.125
RST024,C08,Chemistry,C,ByteDance Doubao,1,risk,9,True,1.2222222222222223,1.0,1.1428571428571428,8,True,1.25
RST024,C08,Chemistry,C,ByteDance Doubao,2,fa,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST024,C08,Chemistry,C,ByteDance Doubao,2,cc,9,True,3.888888888888889,4.0,3.857142857142857,8,True,4.0
RST024,C08,Chemistry,C,ByteDance Doubao,2,lc,9,True,4.666666666666667,5.0,4.857142857142857,8,True,4.625
RST024,C08,Chemistry,C,ByteDance Doubao,2,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST024,C08,Chemistry,C,ByteDance Doubao,2,mq,9,True,4.777777777777778,5.0,5.0,8,True,4.75
RST024,C08,Chemistry,C,ByteDance Doubao,2,risk,9,True,1.1111111111111112,1.0,1.0,8,True,1.125
RST024,C08,Chemistry,C,ByteDance Doubao,3,fa,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.5
RST024,C08,Chemistry,C,ByteDance Doubao,3,cc,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.875
RST024,C08,Chemistry,C,ByteDance Doubao,3,lc,9,True,4.666666666666667,5.0,4.857142857142857,8,True,4.625
RST024,C08,Chemistry,C,ByteDance Doubao,3,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST024,C08,Chemistry,C,ByteDance Doubao,3,mq,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.5
RST024,C08,Chemistry,C,ByteDance Doubao,3,risk,9,True,1.4444444444444444,1.0,1.2857142857142858,8,True,1.5
RST025,C09,Chemistry,A,Mimo,1,fa,9,True,3.5555555555555554,4.0,3.7142857142857144,8,True,3.875
RST025,C09,Chemistry,A,Mimo,1,cc,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.75
RST025,C09,Chemistry,A,Mimo,1,lc,9,True,4.111111111111111,5.0,4.428571428571429,8,True,4.5
RST025,C09,Chemistry,A,Mimo,1,tf,9,True,3.4444444444444446,4.0,3.5714285714285716,8,True,3.75
RST025,C09,Chemistry,A,Mimo,1,mq,9,True,3.7777777777777777,4.0,4.0,8,True,4.125
RST025,C09,Chemistry,A,Mimo,1,risk,9,True,1.7777777777777777,2.0,1.7142857142857142,8,True,1.875
RST025,C09,Chemistry,A,Mimo,2,fa,9,True,4.111111111111111,4.0,4.142857142857143,8,True,4.25
RST025,C09,Chemistry,A,Mimo,2,cc,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.625
RST025,C09,Chemistry,A,Mimo,2,lc,9,True,4.666666666666667,5.0,4.714285714285714,8,True,4.75
RST025,C09,Chemistry,A,Mimo,2,tf,9,True,3.5555555555555554,4.0,3.5714285714285716,8,True,3.75
RST025,C09,Chemistry,A,Mimo,2,mq,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,4.0
RST025,C09,Chemistry,A,Mimo,2,risk,9,True,2.111111111111111,2.0,2.142857142857143,8,True,2.0
RST025,C09,Chemistry,A,Mimo,3,fa,9,True,3.6666666666666665,3.0,3.5714285714285716,8,True,3.5
RST025,C09,Chemistry,A,Mimo,3,cc,9,True,2.5555555555555554,3.0,2.5714285714285716,8,True,2.5
RST025,C09,Chemistry,A,Mimo,3,lc,9,True,4.555555555555555,5.0,4.714285714285714,8,True,4.5
RST025,C09,Chemistry,A,Mimo,3,tf,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.625
RST025,C09,Chemistry,A,Mimo,3,mq,9,True,3.6666666666666665,4.0,3.857142857142857,8,True,3.5
RST025,C09,Chemistry,A,Mimo,3,risk,9,True,2.2222222222222223,2.0,2.2857142857142856,8,True,2.375
RST026,C09,Chemistry,B,Zhipu GLM,1,fa,9,True,3.6666666666666665,4.0,3.7142857142857144,8,True,3.5
RST026,C09,Chemistry,B,Zhipu GLM,1,cc,9,True,2.7777777777777777,3.0,2.7142857142857144,8,True,2.75
RST026,C09,Chemistry,B,Zhipu GLM,1,lc,9,True,4.0,4.0,4.0,8,True,4.0
RST026,C09,Chemistry,B,Zhipu GLM,1,tf,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.625
RST026,C09,Chemistry,B,Zhipu GLM,1,mq,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.625
RST026,C09,Chemistry,B,Zhipu GLM,1,risk,9,True,2.3333333333333335,2.0,2.2857142857142856,8,True,2.25
RST026,C09,Chemistry,B,Zhipu GLM,2,fa,9,True,3.5555555555555554,3.0,3.5714285714285716,8,True,3.375
RST026,C09,Chemistry,B,Zhipu GLM,2,cc,9,True,2.6666666666666665,3.0,2.5714285714285716,8,True,2.625
RST026,C09,Chemistry,B,Zhipu GLM,2,lc,9,True,3.888888888888889,4.0,3.857142857142857,8,True,3.75
RST026,C09,Chemistry,B,Zhipu GLM,2,tf,9,True,3.888888888888889,4.0,3.857142857142857,8,True,3.75
RST026,C09,Chemistry,B,Zhipu GLM,2,mq,9,True,3.5555555555555554,4.0,3.5714285714285716,8,True,3.375
RST026,C09,Chemistry,B,Zhipu GLM,2,risk,9,True,2.3333333333333335,2.0,2.2857142857142856,8,True,2.375
RST026,C09,Chemistry,B,Zhipu GLM,3,fa,9,True,3.5555555555555554,4.0,3.5714285714285716,8,True,3.5
RST026,C09,Chemistry,B,Zhipu GLM,3,cc,9,True,2.6666666666666665,3.0,2.7142857142857144,8,True,2.625
RST026,C09,Chemistry,B,Zhipu GLM,3,lc,9,True,3.888888888888889,4.0,3.857142857142857,8,True,3.75
RST026,C09,Chemistry,B,Zhipu GLM,3,tf,9,True,3.7777777777777777,4.0,3.857142857142857,8,True,3.75
RST026,C09,Chemistry,B,Zhipu GLM,3,mq,9,True,3.6666666666666665,4.0,3.7142857142857144,8,True,3.5
RST026,C09,Chemistry,B,Zhipu GLM,3,risk,9,True,2.111111111111111,2.0,2.142857142857143,8,True,2.25
RST027,C09,Chemistry,C,Google Gemini,1,fa,9,True,4.888888888888889,5.0,5.0,8,True,4.875
RST027,C09,Chemistry,C,Google Gemini,1,cc,9,True,4.0,4.0,4.0,8,True,4.0
RST027,C09,Chemistry,C,Google Gemini,1,lc,9,True,4.777777777777778,5.0,4.857142857142857,8,True,4.75
RST027,C09,Chemistry,C,Google Gemini,1,tf,9,True,4.888888888888889,5.0,5.0,8,True,4.875
